"ANALYTE_CHOICELIST_ID"|"DEP_PRIMARY_ANALYTE_NAME"|"SHORT_NAME"|"LONG_NAME"|"EPA_CODE_ID"|"BEGIN_DATE"|"CREATE_USER_NAME"|"CREATE_TS"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"151"|"Fluchloralin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"152"|"Tokuthion"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"153"|"PCB-8"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"154"|"2,2',4,4',5,5'-Hexachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"155"|"2,2',3,4,4',5'-Hexachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"156"|"2,2',3,4,4',5,5'-Heptachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"157"|"2,2',3,3',4,4',5-Heptachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"158"|"Bolstar"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"159"|"2,2',5,5'-Tetrachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"160"|"2,2',3,3',4,4',5,5'-Octachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"161"|"2,2',5-Trichlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"162"|"2,2',4,5,5'-Pentachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"163"|"2,2',3,3',4,4'-Hexachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"164"|"2,3',5-Trichlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"165"|"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"166"|"Pendimethalin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"167"|"2,2',3,5'-Tetrachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"168"|"2,2',4,5'-Tetrachlorobiphenyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"169"|"Metolachlor"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"170"|"Hexazinone"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"171"|"Cypermethrin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"172"|"Permethrin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"173"|"PCB-195"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"174"|"PCB-1242"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"175"|"Endrin ketone"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"176"|"Metalaxyl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"177"|"Fipronil"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"178"|"Imidacloprid"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"179"|"Chlorophyll a- uncorrected"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"180"|"Chlorophyll/Phaeophytin ratio"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|"25-OCT-2017 04:00:00"|"ZIMMERMAN_JM"|"25-OCT-2017 11:36:50"
"181"|"Carbon- Inorganic"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"182"|"Color- True"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"183"|"Volatile Residue - Suspended"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"184"|"Volatile Residue - Dissolved"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"185"|"Color- Apparent"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"186"|"Chlorophyll a- corrected"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"187"|"Microcystin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"188"|"Temperature, Air"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"189"|"Velocity"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"190"|"Gage height"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"191"|"Stream width measure"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"192"|"Purge Volume"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"193"|"Fixed Residue- Dissolved"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"194"|"Fixed Residue- Suspended"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"195"|"Depth, Secchi Disk Depth"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"196"|"Dissolved Oxygen Saturation"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"197"|"Flow (Daily Mean)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"198"|"Flow (Instantaneous)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"199"|"Light Photosynthetic Active Radiation At Depth (PAR)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"200"|"Percent surface light at depth"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"201"|"Depth to Water (from bottom of meter box)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"202"|"Depth to Water (from land surface elevation)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"203"|"Depth to Water (from shutoff valve)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"204"|"Depth to Water (from top of casing)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"205"|"Total Discharge"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"206"|"BOD- Nitrogenous"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"207"|"Chlorophyll a, free of pheophytin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"208"|"Chlorophyll (a+b+c)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|"09-APR-2019 04:00:00"|"ZIMMERMAN_JM"|"09-APR-2019 16:53:03"
"209"|"Ammonium (NH4)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|"14-FEB-2019 05:00:00"|"ZIMMERMAN_JM"|"14-FEB-2019 15:47:23"
"210"|"Coliform Total (CFU)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"211"|"Enterococci (CFU)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"212"|"Coliform Fecal (CFU)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"213"|"Fecal Streptococci (CFU)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"214"|"Phenolics (as Phenol)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"215"|"Alkalinity (CaCO3)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"216"|"Ammonia (N)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"217"|"BOD"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"218"|"BOD- Carbonaceous"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"219"|"Specific Conductance"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"220"|"Residues- Filterable (TDS)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"221"|"Residues- Fixed"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"222"|"Hardness (CaCO3)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"223"|"Hardness- Calculated (CaCO3)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"224"|"Nitrogen- Total Kjeldahl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"225"|"Nitrate (N)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"226"|"Nitrate-Nitrite (N)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"227"|"Nitrite (N)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"228"|"Orthophosphate (P)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"229"|"Dissolved Oxygen"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"230"|"pH"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"231"|"Phosphorus- Total"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"232"|"Residues- Nonfilterable (TSS)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"233"|"Volatile Residues- Total"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"234"|"Salinity"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"235"|"Silica (SiO2)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"236"|"Temperature, Water"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"237"|"Carbon- Organic"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"238"|"Turbidity"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"239"|"Trihalomethanes- Total"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"240"|"4,4'-DDT"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"241"|"Benzo(a)pyrene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"242"|"2,4-Dinitrophenol"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"243"|"Trichlorofon"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|"18-MAY-2023 04:00:00"|"ZIMMERMAN_JM"|"18-MAY-2023 15:38:52"
"244"|"Famphur"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"245"|"Dibenzo(a,h)anthracene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"246"|"2-Acetylaminofluorene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"247"|"N-Nitrosodiethylamine"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"248"|"Fenthion"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"249"|"Carbon tetrachloride"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"250"|"Parathion"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"251"|"3-Methylcholanthrene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"252"|"Benzo(a)anthracene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"253"|"Coumaphos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"254"|"Chlordane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"255"|"g-BHC"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"256"|"2,3,4,6-Tetrachlorophenol"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"257"|"4-Chloro-3-methylphenol"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"258"|"4-Dimethylaminoazobenzene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"259"|"Dimethoate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"260"|"Dieldrin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"261"|"Phenacetin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"262"|"Ethyl methanesulfonate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"263"|"Aniline"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"264"|"Dichlorvos"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"265"|"N-Nitrosodimethylamine"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"266"|"Carbaryl"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"267"|"Benzoic acid"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"268"|"Methyl methanesulfonate"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"269"|"Acetone"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"270"|"Chloroform"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"271"|"Hexachloroethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"272"|"Benzene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"273"|"Bicarbonate (CaCO3)"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"274"|"1,1,1-Trichloroethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"275"|"Endrin"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"276"|"Methoxychlor"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"277"|"Perthane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"278"|"Bromomethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"279"|"Chloromethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"280"|"Iodomethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"281"|"Dibromomethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"282"|"Bromochloromethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"283"|"Chloroethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"284"|"Vinyl chloride"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"285"|"Methylene chloride"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"286"|"Carbon disulfide"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"287"|"Bromoform"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"288"|"Bromodichloromethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"289"|"1,1-Dichloroethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"290"|"1,1-Dichloroethene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"291"|"Trichlorofluoromethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"292"|"Dichlorodifluoromethane"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"293"|"Heptachlor"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
"294"|"Hexachlorocyclopentadiene"|"Not Reported"|"Not Reported"|"Not Reported"|"01-JAN-2014 00:00:00"|"WIN_USER_LOAD"|"25-APR-2017 00:00:00"|""|""|""
