"ANALYSIS_METHOD_ID"|"LONG_NAME"|"EPA_SOURCE_NAME"|"EPA_CODE_ID"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"|"MODIFICATION_EXPLANATION_TEXT"
"202"|"ASTM D3590-B"|"ASTM"|"D3590(B)"|"10-JUL-2018 00:00:00"|""|""|""|""
"203"|"EPA 300.1 (28 day hold time)"|"USEPA"|"300.1"|"10-JUL-2018 00:00:00"|""|""|""|""
"204"|"SalNet WLE"|"NO MATCH"|"SalNet WLE"|"10-JUL-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/SalNet WLE.docx"
"205"|"SalNet WLE Median Monthly"|"NO MATCH"|"WLE Median Monthly"|"10-JUL-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/SalNet WLE Median Monthly.docx"
"206"|"SalNet WLE Median Maximum Daily"|"NO MATCH"|"WLE Median Max Daily"|"10-JUL-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/SalNet WLE Median Maximum Daily.docx"
"207"|"SalNet WLE Mean 27th of Month"|"NO MATCH"|"WLE Mean 27th Month"|"10-JUL-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/SalNet WLE Mean 27th of Month.docx"
"208"|"SalNet WLE Maximum 15th of Month"|"NO MATCH"|"WLE Max 15th Month"|"10-JUL-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/SalNet WLE Maximum 15th of Month.docx"
"209"|"PCR-1.6"|"NO MATCH"|"PCR-1.6"|"31-JUL-2018 00:00:00"|""|""|""|""
"210"|"SM 4500-N ORG B"|"APHA"|"4500-NORGB"|"10-SEP-2018 00:00:00"|""|""|""|""
"211"|"SM 4500-S2- F"|"APHA"|"4500-S2(F)"|"11-SEP-2018 00:00:00"|""|""|""|""
"212"|"NO3 EasyChem (28 day hold time)"|"SYSTEA SCIENTIFIC"|"NO3 EASYCHEM"|"12-SEP-2018 00:00:00"|""|""|""|""
"213"|"LAKEWATCH-TP"|"NO MATCH"|"LAKEWATCH-TP"|"01-OCT-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/LAKEWATCH-TP.pdf"
"214"|"LAKEWATCH-TN"|"NO MATCH"|"LAKEWATCH-TN"|"01-OCT-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/LAKEWATCH-TN.pdf"
"215"|"LAKEWATCH-CHL"|"NO MATCH"|"LAKEWATCH-CHL"|"01-OCT-2018 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/LAKEWATCH-CHL.pdf"
"216"|"SM 4500-Cl- E"|"APHA"|"4500-CL-(E)"|"02-OCT-2018 00:00:00"|""|""|""|""
"217"|"PCR-1.7"|"NO MATCH"|"PCR-1.7"|"07-NOV-2018 00:00:00"|""|""|""|""
"218"|"EPA 7470"|"USEPA"|"7470A"|"20-NOV-2018 00:00:00"|""|""|""|""
"219"|"FSI Horizontal Secchi Disk"|"NO MATCH"|"FSIHorizontalSecchi"|"16-JAN-2019 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FSI Horizontal Secchi Disk.docx"
"220"|"EPA 1664"|"USEPA"|"1664"|"16-JAN-2019 00:00:00"|""|""|""|""
"221"|"SM 5520 B"|"APHA"|"5520-B"|"16-JAN-2019 00:00:00"|""|""|""|""
"222"|"DEP-SOP-NH3"|"NO MATCH"|"DEP-SOP-NH3"|"14-FEB-2019 00:00:00"|""|""|""|"https://floridadep.gov/dear/water-quality-standards/documents/unionized-ammonia-sop"
"223"|"21FLGW FSM"|"NO MATCH"|"21FLGW FSM"|"17-MAY-2019 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/21FLGW FSM.pdf"
"224"|"FDEP FS 2211.3.2"|"NO MATCH"|"FDEP FS 2211.3.2"|"17-MAY-2019 00:00:00"|""|""|""|"Method information is contained in FS 2200.  See section FS 2211.3.2"
"225"|"SM 2540 G"|"APHA"|"2540-G"|"23-AUG-2019 00:00:00"|""|""|""|""
"226"|"EPA 447.0 MOD"|"NO MATCH"|"EPA 447.0 MOD"|"17-SEP-2019 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/21FLSFWM_EPA_447.0_MOD"
"227"|"EPA 8321 (30 day hold time)"|"USEPA"|"8321"|"27-SEP-2019 00:00:00"|""|""|""|""
"228"|"SM 4500-SiO2 F"|"APHA"|"4500-SIO2(F)"|"24-JAN-2020 00:00:00"|""|""|""|""
"229"|"EPA 245.7"|"USEPA"|"245.7"|"07-FEB-2020 00:00:00"|""|""|""|""
"230"|"EPA 600/9-78-018"|"NO MATCH"|"EPA 600/9-78-018"|"09-MAR-2020 00:00:00"|""|"ADAMS_TL"|"11-MAR-2020 10:57:12"|""
"231"|"EPA 8321 (28 day hold time)"|"USEPA"|"8321"|"23-MAR-2020 00:00:00"|""|""|""|""
"232"|"SM 9230 D"|"APHA"|"9230-D"|"30-MAR-2020 00:00:00"|""|""|""|""
"233"|"EPA 9060"|"USEPA"|"9060"|"30-MAR-2020 00:00:00"|""|""|""|""
"234"|"ASTM D2974"|"ASTM"|"D2974(A)"|"01-APR-2020 00:00:00"|"29-NOV-2021 05:00:00"|"ADAMS_TL"|"29-NOV-2021 15:00:30"|""
"235"|"EPA 353.4"|"USEPA"|"353.4"|"30-APR-2020 00:00:00"|"24-NOV-2021 05:00:00"|"ADAMS_TL"|"24-NOV-2021 13:06:14"|""
"236"|"EPA 366.0"|"USEPA"|"366.0"|"30-APR-2020 00:00:00"|""|""|""|""
"237"|"DEP-SOP-NU-062"|"NO MATCH"|"DEP-SOP-NU-062"|"30-APR-2020 00:00:00"|"24-NOV-2021 05:00:00"|"ADAMS_TL"|"24-NOV-2021 13:06:49"|""
"238"|"SM 4500-SO4 E"|"APHA"|"4500-SO4(E)"|"11-JUN-2020 00:00:00"|""|""|""|""
"239"|"EPA 245.1"|"USEPA"|"245.1"|"15-JUN-2020 00:00:00"|""|""|""|""
"240"|"EPA 8270E"|"NO MATCH"|"EPA 8270E"|"25-JUN-2020 00:00:00"|"26-JUN-2020 04:00:00"|"ADAMS_TL"|"26-JUN-2020 22:17:28"|""
"241"|"ASTM D8083"|"ASTM"|"D8083-16"|"20-OCT-2020 00:00:00"|""|"ZIMMERMAN_JM"|"23-FEB-2022 12:09:13"|""
"242"|"FIU Sucralose"|"NO MATCH"|"FIU Sucralose"|"17-NOV-2020 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FIU_Sucralose_SOP-2014-O-130.1"
"243"|"FIU-TP"|"NO MATCH"|"FIU-TP"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FKNMS-WQMP_Alternative_Limited-Use_Methods_Approval.pdf"
"244"|"FIU-FSM"|"NO MATCH"|"FIU-FSM"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FIU_FSM.pdf"
"245"|"FIU-Ammonia"|"NO MATCH"|"FIU-Ammonia"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FKNMS-WQMP_Alternative_Limited-Use_Methods_Approval.pdf"
"246"|"FIU-TOC"|"NO MATCH"|"FIU-TOC"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FKNMS-WQMP_Alternative_Limited-Use_Methods_Approval.pdf"
"247"|"FIU-Nitrite"|"NO MATCH"|"FIU-Nitrite"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FKNMS-WQMP_Alternative_Limited-Use_Methods_Approval.pdf"
"248"|"FIU-Nitrate-Nitrite"|"NO MATCH"|"FIU-Nitrate-Nitrite"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FKNMS-WQMP_Alternative_Limited-Use_Methods_Approval.pdf"
"249"|"FIU-Chla Uncorrected"|"NO MATCH"|"FIU-Chla Uncorrected"|"19-JAN-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/FIU_FSM.pdf"
"250"|"SFWMD-FSM"|"NO MATCH"|"SFWMD-FSM"|"17-NOV-2021 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/SFWMD-FIELD-FSM-001.pdf"
"251"|"DEP-SOP-NU-094"|"NO MATCH"|"DEP-SOP-NU-094"|"01-FEB-2022 00:00:00"|""|""|""|""
"252"|"SM 4500-NO3 H (28 day hold time)"|"APHA"|"4500-NO3(H)"|"23-FEB-2022 00:00:00"|""|"NELSON_JM"|"31-JAN-2023 14:34:54"|""
"253"|"EPA 8151"|"USEPA"|"8151(W)"|"11-JAN-2023 00:00:00"|""|""|""|""
"254"|"FL-PRO"|"NO MATCH"|"FL-PRO"|"07-FEB-2023 00:00:00"|""|""|""|""
"255"|"DEP-SOP-BB15"|"NO MATCH"|"DEP-SOP-BB15"|"08-FEB-2023 00:00:00"|""|""|""|""
"256"|"EPA 200.9"|"USEPA"|"200.9"|"22-MAR-2023 00:00:00"|""|""|""|"https://www.epa.gov/sites/production/files/2015-08/documents/method_200-9_rev_2-2_1994.pdf"
"257"|"SM 10150 B"|"APHA"|"10150 B"|"21-JUL-2023 00:00:00"|""|"NELSON_JM"|"07-SEP-2023 14:54:36"|""
"258"|"EPA 903.0"|"USEPA"|"903.0"|"24-JUL-2023 00:00:00"|""|"NELSON_JM"|"09-OCT-2023 13:31:41"|""
"259"|"EPA 904.0"|"USEPA"|"904"|"24-JUL-2023 00:00:00"|""|"NELSON_JM"|"27-OCT-2023 15:04:17"|""
"260"|"EPA 522"|"USEPA"|"522"|"24-JUL-2023 00:00:00"|""|"NELSON_JM"|"09-OCT-2023 13:32:00"|""
"261"|"DEP SOP GC-012-3"|"NO MATCH"|"DEP SOP GC-012-3"|"24-JUL-2023 00:00:00"|""|"NELSON_JM"|"19-OCT-2023 16:04:08"|""
"262"|"DEP SOP LC-001-2"|"NO MATCH"|"DEP SOP LC-001-2"|"28-JUL-2023 00:00:00"|""|"NELSON_JM"|"19-OCT-2023 16:03:29"|""
"263"|"EPA 1613 B"|"USEPA"|"1613(B)"|"09-OCT-2023 00:00:00"|""|""|""|""
"264"|"EPA 531.1"|"USEPA"|"531.1"|"09-OCT-2023 00:00:00"|""|""|""|""
"265"|"EPA 548.1"|"USEPA"|"548.1"|"09-OCT-2023 00:00:00"|""|""|""|""
"266"|"EPA 524.2"|"USEPA"|"524.2"|"09-OCT-2023 00:00:00"|""|""|""|""
"267"|"EPA 1613"|"USEPA"|"1613"|"09-OCT-2023 00:00:00"|""|""|""|""
"268"|"EPA 903.1"|"USEPA"|"903.1"|"09-OCT-2023 00:00:00"|""|""|""|""
"269"|"EPA 00-02"|"USEPA"|"900"|"09-OCT-2023 00:00:00"|""|""|""|""
"270"|"EPA 549.2"|"USEPA"|"549.2"|"09-OCT-2023 00:00:00"|""|""|""|""
"271"|"EPA 547"|"USEPA"|"547"|"09-OCT-2023 00:00:00"|""|""|""|""
"272"|"SM18 7110 B (Alpha)"|"APHA"|"7110-B"|"09-OCT-2023 00:00:00"|""|""|""|""
"273"|"RA-05"|"USEPA"|"904.0"|"09-OCT-2023 00:00:00"|""|""|""|"https://www.epa.gov/sites/default/files/2019-06/documents/compendium_of_epa-approved_analytical_methods_for_measuring_radionuclides_in_drinking_water.pdf"
"274"|"EPA 508.1"|"USEPA"|"508.1"|"09-OCT-2023 00:00:00"|""|""|""|""
"275"|"EPA 504.1"|"USEPA"|"504.1"|"09-OCT-2023 00:00:00"|""|""|""|""
"276"|"EPA 904 (Beta)"|"USEPA"|"904.0"|"09-OCT-2023 00:00:00"|"26-OCT-2023 04:00:00"|"NELSON_JM"|"26-OCT-2023 13:51:42"|""
"277"|"EPA 515.3"|"USEPA"|"515.3"|"09-OCT-2023 00:00:00"|""|""|""|""
"278"|"EPA 525.2"|"USEPA"|"525.2"|"09-OCT-2023 00:00:00"|""|""|""|""
"279"|"EPA 552.2"|"USEPA"|"552.2"|"09-OCT-2023 00:00:00"|""|""|""|""
"280"|"SM 2150 B"|"APHA"|"2150 B"|"09-OCT-2023 00:00:00"|""|""|""|""
"281"|"EPA 335.4"|"USEPA"|"335.4"|"09-OCT-2023 00:00:00"|""|""|""|""
"282"|"EPA 537 Mod"|"USEPA"|"537"|"01-FEB-2024 00:00:00"|""|""|""|"http://publicfiles.dep.state.fl.us/DEAR/WIN/MDQS/Approved_Methods/Eurofins%20EPA%20537%20mod.pdf"
"283"|"EPA 1631 E"|"USEPA"|"1631E"|"06-FEB-2024 00:00:00"|""|""|""|""
"284"|"EPA 1664 B"|"USEPA"|"1664B"|"06-FEB-2024 00:00:00"|""|""|""|""
