"WIN_HELP_ID"|"DESCRIPTION"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"|"SCREEN_NAME"|"SECTION_NAME"|"PAGE_NBR"|"USE_CASE_NBR"
"106"|"Reassign Reach Codes - Monitoring Location List    This screen is mainly used by the Code Manager (CM) for the Reach Code table to search for monitoring location records where the Reach Code has been split or deleted (made inactive) and needs to be assigned an approved Reach Code or to search for monitoring location records where a provisional Reach Code is assigned (starts with 99) and needs to be assigned an approved Reach Code.  This section of the screen lists all monitoring locations that match the Reach Code selected in the Monitoring Location Search section, and allows selection of an approved Reach Code for the monitoring locations.   MONITORING LOCATION LIST SECTION:  This section of the screen displays all monitoring locations that are assigned the selected Reach Code for you to assign an approved Reach Code.  Only the New Reach Code field is updateable.  • Action - Will display a Show Map button to allow you to view the monitoring location on a map.  • Org ID - Will display the organization associated with the monitoring location.  • Monitoring Location ID - Displayed as a hyperlink to take you to the Monitoring Location Detail screen.  • Monitoring Location Name  • DEP Decimal Lat - Will display the DEP Decimal Degree Lat of the monitoring Location.  • DEP Decimal Long - Will display the DEP Decimal Degree Long of the monitoring Location.  • Primary Type - Will display the Primary Type (Surface Water or Ground Water) of the monitoring Location.  • Secondary Type - Will display the Secondary Type of the monitoring location.  • Current Reach Code - Will display the current Reach Code assigned to the monitoring location which has been split or deleted (made inactive) or is a Provisional Reach Code and needs to be replaced with an approved reach code.  • New Reach Code - Wil contain a drop down list of Reach Codes that can replace the split or deleted (made inactive) or Provisional Reach Code.    TO REASSIGN A REACH CODE:  Click in the New Reach Code field and a drop down list will appear.   If any Reach Codes are in the drop down list:  • Select the appropriate Reach Code.  • Repeat for all monitoring locations you want to assign a new Reach Code to.  • Click on the Save button and then OK to update the assigned Reach Code for the monitoring locations.  • If you decide to not save the changes entered, click on the Cancel button then OK and all Reach Codes selected will be cleared.    If NO Reach Codes are in the drop down list and you selected the Reach Code from the Reach Codes Ready to be Updated list:  • Click on the Monitoring Location ID hyperlink to be taken to the Monitoring Location Detail screen.  • Create an Anomaly on the monitoring location to notify the data provider that they should visually verify the station again and select an existing reach code or request a new reach code."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"01-OCT-2021 13:31:44"|"Reassign Reach Codes"|"Monitoring Location List"|"1"|"UC-35"
"107"|"Reassign Reach Codes - Monitoring Location Search    This screen is mainly used by the Code Manager (CM) for the Reach Code table to search for monitoring location records where the Reach Code has been split or deleted (made inactive) and needs to be assigned an approved Reach Code or to search for monitoring location records where a provisional Reach Code is assigned (starts with 99) and needs to be assigned an approved Reach Code.  This section of the screen allows the CM to search by deleted, split reach codes, or provisional reach codes to list all monitoring locations.    MONITORING LOCATION SEARCH SECTION:  This section has two options to allow you to search for the monitoring locations that are assigned to a deleted (made inactive), split, or provisional Reach Code that now has an approved Reach Code.  • Reach Codes Ready to be Updated - Selecting a Reach Code from this drop down list of Reach Codes that have been deleted or split and are no longer valid will allow you to list all Monitoring Locations that are assigned to this Reach Code so you can update the Reach Code to an approved Reach code.  • Pending Provisional Reach Codes - Selecting a Provisional Reach Code from this drop down list will allow you to list all Monitoring Locations that are assigned the Provisional Reach Code so you can update the Reach Code to an approved Reach code.  • List Monitoring Locations button - After selecting a Reach Code from one of the drop down lists, click on this button to display all monitoring locations that are assigned the selected Reach Code in the Monitoring Location List section.  • Clear All button - This is used to clear all search criteria entered and allows new search criteria to be entered.    When the search criteria is cleared, the Monitoring Location List is also cleared."|"01-JAN-2014 00:00:00"|""|"SCHWENNING_L"|"01-OCT-2021 13:39:34"|"Reassign Reach Codes"|"Monitoring Location Search"|"1"|"UC-35"
"108"|"Search Data - Activities and Results    You will use the Activities and Results section of the screen to enter criteria in order to locate activities / results.  If the Organizations, Projects, or Monitoring Locations sections have criteria entered, the selected activities / results will be filtered by the selected Organizations, Projects and Monitoring Locations.    ACTIVITIES SEARCH FIELDS:  • Activity ID - You can enter as few or as many characters you want to identify the Activity ID of the Activities you are searching for.  If you do a search, the system will pull all Activities where the entered data is contained within the Activity ID.  (Wildcards % can be used on both sides of the entered text and the search will not be case sensitive).  • Activity Type - This is a multi-select field which allows you to add and remove selections from the list.  The dropdown list will contain all valid Activity Type codes.  One can be selected by highlighting a value and pressing the Add arrow.  The added value will be displayed in a grid next to the dropdown.  To remove a selected value, highlight the value and click on the Remove arrow.  The selected values list should display 3 values and have a scroll bar if more values are selected.  • Activity Start Date Range - Dates can be entered in the format of MM/DD/YYYY or can be selected from the calendar popup.  The date entered must be a valid date.  The From date if entered must be earlier or equal to the To date.  The To date if entered must be after or equal to the From date.  You can enter both the From and To dates, or just the From or just the To.  If a From date is entered and no To date is entered, the selection will be all Activities that meet all of the selection criteria and the Activity Start Date is on or after the date entered.  If a To date is entered and no From date, the selection will be all Activities that meet all of the selection criteria and the Activity Start Date is on or before the date entered.  If both dates are entered, the selection will be all Activities that meet all the selection criteria and the Activity Start Date is within the date range entered.  • Matrix - This is a multi-select field which allows you to add and remove selections from the list.  The dropdown list will contain all valid Matrix codes.  One can be selected by highlighting a value and pressing the Add arrow.  The added value will be displayed in a grid next to the dropdown.  To remove a selected value, highlight the value and click on the Remove arrow.  The selected values list should display 3 values and have a scroll bar if more values are selected.  • Sample Collection Type - You can select a Sample Collection Type from the dropdown list of all Sample Collection Type codes  • Activity Anomaly Type - You can select an Anomaly Type from the dropdown list of all Anomaly Type codes available for Activities."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 15:30:41"|"Search Data"|"Activities and Results"|"1"|"uc-36"
"109"|"RESULTS SEARCH FIELDS:  • DEP Result ID - You can enter as few or as many characters you want to identify the Result ID of the Activities you are searching for.  If you do a search, the system will pull all Results where the entered data is contained within the Result ID.  (The system will put wildcards on both sides of the entered text and the search will not be case sensitive).  • Org Result ID - You can enter up to 50 characters to match the Org Result ID.  The wildcard (%) can be used.  • DEP Analyte Name - This is a multi-select field containing all DEP Analyte Name codes and operates the same as the Matrix field.  • Org Result Unit - You can select a Unit from the dropdown list of all Unit codes.  • Value Qualifier - Text field to enter value qualifier, the wildcard (%) character can be used.  • Analysis Method - You can select an Analysis Method from the dropdown list of all Analysis Method codes.  • Analysis Start Date Range - This field works like the Activity Start Date Range field for selecting an Analysis Start Date range.  • Lab ID - You can select a Lab ID from the dropdown list of all Lab ID codes.  • Lab Sample ID - You can enter up to 50 characters to match the Lab Sample ID.  The wildcard (%) can be used.  • Result Anomaly Type - You can select an Anomaly Type from the dropdown list of all Anomaly Type codes available for Results.    ACTIVITIES AND RESULTS BUTTONS:  • List Activities button - You will use this be transferred to the “Activities List” screen displaying all of the Activities that match the criteria you entered.  • List Results button - You will use this be transferred to the “Results List” screen displaying all of the Results that match the criteria you entered."|"01-JAN-2014 00:00:00"|""|""|""|"Search Data"|"Activities and Results"|"2"|"UC-36"
"110"|"Search Data - Monitoring Locations (ML)    You will use the Monitoring Locations (ML) section of the screen to enter criteria to locate monitoring locations or locate activities / results associated with the selected monitoring locations.  If the Organizations or Projects sections have criteria entered, the selected monitoring locations will be filtered by the selected Organizations and Projects.    MONITORING LOCATION SEARCH FIELDS:  • Monitoring Location ID - You can enter as few or as many characters you want to identify the Monitoring Location ID of the Monitoring Location(s) you are searching for.  If you do a search, the system will pull all Monitoring Locations where the entered data is contained within the Monitoring Location ID.  (Wildcards % can be used on both sides of the entered text and the search will not be case sensitive). • Monitoring Location Name - You can enter as few or as many characters you want to identify the Monitoring Location Name of the Monitoring Location(s) you are searching for.  If you do a search, the system will pull all Monitoring Locations where the entered data is contained within the Monitoring Location Name. (Wildcards % can be used on both sides of the entered text and the search will not be case sensitive). • Primary Type - This is a multi-select field which allows you to add and remove selections from the list.  The dropdown list will contain all valid Primary Type codes.  One can be selected by highlighting a value and pressing the Add arrow.  The added value will be displayed in a grid next to the dropdown.  To remove a selected value, highlight the value and click on the Remove arrow.  The selected values list should display 3 values and have a scroll bar if more values are selected.  • Secondary Type - This is a multi-select field which allows you to add and remove selections from the list.  The dropdown list will contain all valid Secondary Type codes filtered by the ones relevant to the Primary Type code(s) selected if any Primary Type codes are selected.  One can be selected by highlighting a value and pressing the Add arrow.  The added value will be displayed in a grid next to the dropdown.  To remove a selected value, highlight the value and click on the Remove arrow.  The selected values list should display 3 values and have a scroll bar if more values are selected.  • Waterbody Name - You can select a Waterbody Name from the dropdown list.  • Well Type - You can select a Well Type from the dropdown list.  This field will be disable if a Primary Type is selected and Ground Water is not one of the selected values.  • NHD Reach Code - You can select a NHD Reach Code from the dropdown list.  • Anomaly Type - You can select an Anomaly Type from the dropdown list of all Anomaly Type codes available for Monitoring Locations.    MONITORING LOCATION BUTTONS:  • List Monitoring Locations button - This button is displayed if the Monitoring Locations search section is open and no other section below is open.  You will use this to be transferred to the Monitoring Locations List screen displaying all the Monitoring Locations for organizations that match the criteria you entered."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 15:44:58"|"Search Data"|"Monitoring Locations (ML)"|"1"|"uc-36"
"111"|"Search Data - Organizations and Contacts    You will use the Organizations and Contacts section of the screen to enter criteria to locate an organization or organization contacts or locate projects, monitoring locations or activities / results associated with the selected organizations.    ORGANIZATION AND CONTACTS SEARCH FIELDS:  • Organization ID - The dropdown list will contain all the organizations allowed by your current active WIN Roles.  Once an ID is selected, the Organization Name field will be defaulted to the selected organizations name.  All other organization search fields will be filtered by their associations to the selected organization (only the org type of the selected org will appear in the Organization Type dropdown list).  • Organization Name - The dropdown list will contain all the names of all organizations allowed by your current active WIN Roles.  Once a Name is selected, the Organization ID field will be defaulted to the selected organizations ID.  All other organization search fields will be filtered by their associations to the selected organization (only the org type of the selected org will appear in the Organization Type dropdown list).  • Organization Type - If no organization is selected, this will contain all organization type values, if an organization is selected, only the type associated with that organization will be in the list.  • Organization Status - If no organization is selected, this will contain all organization status values, if an organization is selected, only the status associated with that organization will be in the list.  • Coordination Area - If no organization is selected, this will contain all Coordination Area values, if an organization is selected, only the Coordination Area associated with that organization will be in the list.  • WIN Coordinator - If no organization is selected, this will contain all WIN Coordinators (First Name Last Name), if an organization is selected, only the Coordinators associated with that organization will be in the list.  • Contact Name - If no organization is selected, this will contain all Contacts (First Name Last Name), if an organization is selected, only the Contacts associated with that organization will be in the list.  • Contact Status - This will contain all Contact Status values.    ORGANIZATION AND CONTACTS BUTTONS:  • List Organizations button - This button is displayed if the Organization search section is open and no other section below is open.  You will use this to be transferred to the “Organizations List” screen displaying all the organizations that match the criteria you entered.  • List Contacts button - This button is displayed if the Organization search section is open and no other section below is open.  You will use this to be transferred to the “Contacts List” screen displaying all the contacts that match the criteria you entered."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 15:48:58"|"Search Data"|"Organizations and Contacts"|"1"|"uc-36"
"112"|"Search Data - Projects    You will use the Projects section of the screen to enter criteria to locate projects or locate monitoring locations or activities / results associated with the selected projects.  If the Organizations section has criteria entered, the selected projects will be filtered by the selected Organizations.    PROJECTS SEARCH FIELDS:  • Project ID - You can enter as few or as many characters you want to identify the Project ID of the Project(s) you are searching for.  If you do a search, the system will pull all projects where the entered data is contained within the Project ID.  (Wildcards % can be used on both sides of the entered text and the search will not be case sensitive). • Project Name - You can enter as few or as many characters you want to identify the Project Name of the Project(s) you are searching for.  If you do a search, the system will pull all projects where the entered data is contained within the Project Name.  (Wildcards % can be used on both sides of the entered text and the search will not be case sensitive). • Project Intended Use- This is a multi-select field which allows you to add and remove selections from the list.  The dropdown list will contain all valid Project Intended Use codes.  One can be selected by highlighting a value and pressing the Add arrow.  The added value will be displayed in a grid next to the dropdown.  To remove a selected value, highlight the value and click on the Remove arrow.  The selected values list should display 3 values and have a scroll bar if more values are selected.  • Projects Start Date Range - Dates can be entered in the format of MM/DD/YYYY or can be selected from the calendar popup.  The date entered must be a valid date.  The From date if entered must be earlier or equal to the To date.  The To date if entered must be after or equal to the From date.  You can enter both the From and To dates, or just the From or just the To.  If a From date is entered and no To date is entered, the selection will be all Projects that meet all of the selection criteria and the Project Start Date is on or after the date entered.  If a To date is entered and no From date, the selection will be all Projects that meet all of the selection criteria and the Project Start Date is on or before the date entered.  If both dates are entered, the selection will be all Projects that meet all the selection criteria and the Project Start Date is within the date range entered.    PROJECTS BUTTONS:  • List Projects button - This button is displayed if the Projects search section is open and no other section below is open.  You will use this to transfer you to the “Projects List” screen displaying all the projects that match the criteria you entered."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 15:51:44"|"Search Data"|"Projects"|"1"|"uc-36"
"113"|"Search Data    You will use this screen to search WIN data records in the Migrated tables for maintenance and quality review purposes.  The screen is designed as an Advanced Data Search Tree with filtering parameters for organizations & contacts, projects, monitoring locations, and activities & results.    You can enter search parameters in only the Organizations and Contacts section and select to list all organizations that match the criteria entered or all contacts that match the contacts criteria entered for organizations that match the organization criteria.  You can do the same for each of the sections independently (only opening and entering criteria for the one section and keeping all others closed).    You open a section by clicking on the > and close / collapse the section by clicking on the V again.  If you want to list Projects, Monitoring Locations, or Activities and Results based upon organizations, you can open the organization and contacts section and enter the criteria and then open one or more of the other sections and enter criteria.  The List option(s) will only be available in the lowest opened section and the records selected will be based upon the criteria entered in all the sections opened above it using an “and” combination method (E.g. Results with selected Monitoring Location and Activity Type and Analyte).    The Clear All Filters button / icon allows you to clear what is entered in all the filters and start over entering the criteria.   If you open and enter criteria in a section and then close it, the criteria in that section will be cleared.  This screen is display only, no updates are allowed.      ACCESS ALLOWED BY ROLES:  WA, WC, CM, PSU or AM - You can View data for any Organization.  DPA, DL or MLM - You can View data for Organizations which you are associated.  QUERY RESTRICTIONS:  The number of records allowed to be returned to the screen is limited.  Currently the maximum number of records is limited to 500.  If your search will return more than this limit, a message will be displayed asking you to enter more filters to reduce the number of records or use the warehouse if your search intent is limited to viewing/extraction of data."|"01-JAN-2014 00:00:00"|""|"NELSON_JM"|"30-MAY-2019 15:54:46"|"Search Data"|"Search Data"|"1"|"uc-36"
"114"|"Organization List - Org Active Contacts    You will use this screen to view Active Contacts based upon your role for the organization.    ORGANIZATION ACTIVE CONTACT FIELDS:  • Name (displayed as a hyperlink)  • Type  • Role Granted  • Count of the Number of Active Contacts listed.    TO GET MORE INFORMATION ABOUT A CONTACT:  Click on the Name hyperlink.  You will be transferred to the Contact List and Detail screen displaying the selected contact.    TO SEE ALL PROJECTS FOR THE ORGANIZATION DISPLAYED:  Click on the “List Projects by Organization” button at the bottom of the screen (you may need to scroll to see the button).  You will be transferred to the Project List and Detail screen to see all of the projects associated with the organization.    TO SEE ALL CONTACTS FOR THE ORGANIZATION DISPLAYED:  Click on the “List All Contacts by Organization” button at the bottom of the screen (you may need to scroll to see the button).  You will be transferred to the List All Contacts by Organization screen to see all contacts associated with the organization."|"01-JAN-2014 00:00:00"|""|""|""|"Organization List"|"Org Active Contacts"|"1"|"UC-37"
"115"|"Organization List - Org Address    You will use this screen to view, Add, update and Delete Organization Addresses based upon your role for the organization.    ORGANIZATION ADDRESS FIELDS:  The Organization Addresses displayed are for the Organization associated with the Org ID hyperlink you clicked in the Organization List.  • Address Type  • Address 1  • Address 2  • City  • State  • Zip Code    PAGE NAVIGATION:  Below the Address section are counts of the address you are on and how many exist.  You can use the navigation symbols to go to the first record, the next record, the previous record or the last.    BUTTONS:  • Add - Will be displayed if your current role for the organization allows adds.  • Edit - Will be displayed if your current role for the organization allows updates.  • Delete - Will be displayed if your current role allows Delete and more than one Address exists.    TO UPDATE AN ORGANIZATION ADDRESS: Only allowed if the Edit button is enabled (enabled by your current role for the organization).  Click on the Edit button.  The system will change the fields to updatable fields.  The Save and Cancel buttons are displayed and the Edit, Add and Delete buttons are hidden.  You can update any of the fields based upon the following guidelines.  • Address Type - This is a required field (cannot be left blank).  You select a new value from the dropdown list.  • Address 1 - This is a required field.  You will update/enter the new address in the space provided.  Maximum size of 120 characters.  • Address 2 - You will update / enter the second address line in the space provided.  Maximum size of 120 characters.  • City - This is a required field.  You can enter up to 50 characters.  • State - This is a required field.  You select a new value from the dropdown list.  • Zip Code - This is a required field.  You can enter 5 digit zip code.    Once you have updated all of the information, click on the Save button to save the changes.  When clicked, a message will be displayed asking you to confirm you want to save the changes.  If you click OK, the changes will be saved and the screen will change back to display only with the Save and Cancel buttons no longer displayed.  If you click Cancel, the changes will remain on the screen but not saved.    If you decide to not save the changes you have made, click on the Cancel button and select the OK option on the confirmation message.  The screen will be refreshed removing the changes and changing the screen to the original state when the Org ID was clicked.  If you select Cancel on the confirmation message, no action will be taken and the changes you have made will remain on the screen.      TO CREATE A NEW ADDRESS:  Only allowed if the Add button is enabled (enabled by your current role for the organization).  Click on the Add button.  The screen will work just like the Edit did above with the exception that all of the fields will be blank.  The same edits will be enforced for each of the fields (required, max size).  The Edit and Cancel buttons will also work like they did with the Edit.    TO DELETE THE ORGANIZATION ADDRESS: Only allowed if the Delete button is enabled (enabled by your current role and more than 1 address exists for the organization).   Click on the Delete button.  A message will be displayed asking you to confirm you want to delete the organization address.  If you click on the OK option, the system will delete the organization address, change the record count and display the next address in the display format."|"01-JAN-2014 00:00:00"|""|"SENGUPTA_L"|"12-MAR-2019 11:02:15"|"Organization List"|"Org Address"|"1"|"UC-37"
"116"|"Organization List - Org Phone    You will use this screen to view, add, update and delete Organization Phones based upon your role for the organization.    ORGANIZATION PHONE FIELDS:  The Organization Phones displayed are for the Organization associated with the Org ID hyperlink you clicked in the Organization List.  • Phone No. Type  • Phone Number  • Phone Extension    PAGE NAVIGATION:  Below the Phone section are counts of the phone number you are on and how many exist.  You can use the navigation symbols to go to the first record, the next record, the previous record or the last.    BUTTONS:  • Add - Will be displayed if your current role for the organization allows adds.  • Edit - Will be displayed if your current role for the organization allows updates.  • Delete - Will be displayed if your current role allows Delete and more than one Phone record exists.    TO UPDATE AN ORGANIZATION PHONE NUMBER: Only allowed if the Edit button is enabled (enabled by your current role for the organization).  Click on the Edit button.  The system will change the fields to updatable fields.  The Save and Cancel buttons are displayed and the Edit, Add and Delete buttons are hidden.  You can update any of the fields based upon the following guidelines.  • Phone No. Type - This is a required field (cannot be left blank).  You select a new value from the dropdown list.  • Phone Number - This is a required field.  You will update/enter the new phone number in the space provided.  Format allowed is (999)999-9999.  • Phone Extension - You can enter up to 6 numbers.    Once you have updated all of the information, click on the Save button to save the changes.  When clicked, a message will be displayed asking you to confirm you want to save the changes.  If you click OK, the changes will be saved and the screen will change back to display only with the Save and Cancel buttons no longer displayed.  If you click Cancel, the changes will remain on the screen but not saved.    If you decide to not save the changes you have made, click on the Cancel button and select the OK option on the confirmation message.  The screen will be refreshed removing the changes and changing the screen to the original state when the Org ID was clicked.  If you select Cancel on the confirmation message, no action will be taken and the changes you have made will remain on the screen.      TO CREATE A NEW PHONE NUMBER:  Only allowed if the Add button is enabled (enabled by your current role for the organization).  Click on the Add button.  The screen will work just like the Edit did above with the exception that all of the fields will be blank.  The same edits will be enforced for each of the fields (required, format, max size).  The Edit and Cancel buttons will also work like they did with the Edit.    TO DELETE THE ORGANIZATION PHONE NUMBER: Only allowed if the Delete button is enabled (enabled by your current role and more than 1 address exists for the organization).   Click on the Delete button.  A message will be displayed asking you to confirm you want to delete the organization phone number.  If you click on the OK option, the system will delete the organization phone number, change the record count and display the next phone number in the display format."|"01-JAN-2014 00:00:00"|""|""|""|"Organization List"|"Org Phone"|"1"|"UC-37"
"117"|"Organization List - Organization Detail    You will use this screen to view, update or Delete the Organization.    ORGANIZATION DETAIL FIELDS:  • Org ID  • Org Status  • Org Type  • Org Name  • Org Internet Address  • Coordination Area  • WIN Coordinators (will display all Active coordinators first in alphabetical order)    BUTTONS:  • Edit -  Will be displayed if your current role for the organization allows updates.  • Delete - Will be displayed if your current role is WA and the organization displayed does not have any Activities, Results or Monitoring Locations linked to it.    TO UPDATE THE ORGANIZATION: Only allowed if the Edit button is enabled (enabled by your current role for the organization).  Click on the Edit button.  The system will change the fields (except Org ID, Org Status and WIN Coordinators) to updatable fields.  The Save and Cancel buttons are displayed and the Edit and Delete buttons are hidden.  You can update any of the updatable fields based upon the following guidelines.  • Org Type - This is a required field (cannot be left blank).  You select a new value from the dropdown list.  • Org Name - This is a required field.  You will update/enter the new name for the organization in the space provided.  Maximum size of 120 characters and the name must be unique, cannot be the same as any other organization name.  • Org Internet Address - You will update / enter the internet address for the organization in the space provided.  Maximum size of 120 characters and it must contain a period “.”.  • Org Description - You can enter up to 500 characters for the organization description.  To be able to see the whole description, click in the field and a popup screen will display where you can modify the text and when you close the popup the description will be displayed in the field.  • Coordination Area -  You can only update this field if you have the role of WA.  If you are a WA, you will use the dropdown list to select the coordination area for the organization.    Once you have updated all of the information, click on the Save button to save the changes.  When clicked, a message will be displayed asking you to confirm you want to save the changes.  If you click OK, the changes will be saved and the screen will change back to display only with the Save and Cancel buttons no longer displayed.  If you click Cancel, the changes will remain on the screen but not saved.    If you decide to not save the changes you have made, click on the Cancel button and select the OK option on the confirmation message.  The screen will be refreshed removing the changes and changing the screen to the original state when the Org ID was clicked.  If you select Cancel on the confirmation message, no action will be taken and the changes you have made will remain on the screen.      TO DELETE THE ORGANIZATION: Only allowed if the Delete button is enabled (You have a role of WA and the organization does not have any Activities, Results or Monitoring Locations).   Click on the Delete button.  A message will be displayed asking you to confirm you want to delete the organization.  If you click on the OK option, the system will create a history of the organization and delete the organization and all Address, Phone and Contacts associated with the organization and refresh the screen with the deleted organization no longer in the Organization List."|"01-JAN-2014 00:00:00"|""|"SENGUPTA_L"|"12-MAR-2019 11:03:26"|"Organization List"|"Organization Detail"|"1"|"UC-37"
"118"|"TO VIEW THE HISTORY FOR THE ORGANIZATION: Only available when at least one history record exists for the organization.  Click on the History icon.  The History screen is displayed showing the following information for each history record.  • History Action - Will be a “D” if the organization was deleted or a “U” if the Name of the organization was updated.  • Org ID  • Org Name  • Created Date  • Created by Username  • Modified Date  • Modified by Username    Click on the Close button to close the history screen and return to the Organization List and Detail screen in the same state it was before clicking on the History icon."|"01-JAN-2014 00:00:00"|""|""|""|"Organization List"|"Organization Detail"|"2"|"UC-37"
"119"|"Organization List    You will use this screen to view Organizations meeting the criteria from the search or by clicking on an Org ID hyperlink.  If you came here by clicking on an Organization ID hyperlink somewhere in the WIN system, it will be the only Organization listed and the count will be 1.    ORGANIZATION LIST FIELDS:  You can sort the organizations on any field by clicking on the pull-down arrows next to the field header at the top of the row to alternate between ascending and descending order.    You can use the text boxes below the fields to filter the records displayed.  For Text fields, the filter searches for “like” match of the value entered, and you can use the % wildcard (i.e. aa%, %aa, %aa%). The search is not case sensitive.  For Numeric, Date, SVL and Smart Search fields, the filter searches for an “equal” match of the value entered. On Dates, the time portion is not included in the filter process.  After entering the filters, press the Enter key to filter the records.  To clear the filter, click on the X next to the text box.    • Org ID - Displayed as a hyperlink which when clicked will display the Organization Detail, Address, Phone and Contact information in the Organization Detail section below this list.  • Org Name  • Org Type  • Org Status  • Description (truncated to 50 Char.)    Below the Organization List grid is a count of the Organizations that met your search criteria if you came from the Search screen."|"01-JAN-2014 00:00:00"|""|"SENGUPTA_L"|"12-MAR-2019 11:06:45"|"Organization List"|"Organization List"|"1"|"UC-37"
"120"|"Contact List - Contact Address    You will use this screen to view, Add, Update and Delete Contact Addresses based upon your role for the organization.    CONTACT ADDRESS FIELDS:  The Contact Addresses displayed are for the Organization associated with the User ID hyperlink you clicked in the Contact List.  • Address Type  • Address 1  • Address 2  • City  • State  • Zip Code    PAGE NAVIGATION:  Below the Address section are counts of the address you are on and how many exist.  You can use the navigation symbols to go to the first record, the next record, the previous record or the last.    BUTTONS:  • Add - Will be displayed if your current role for the organization allows adds.  • Edit - Will be displayed if your current role for the organization allows updates.  • Delete - Will be displayed if your current role allows Delete and more than one Address exists.    TO UPDATE AN ORGANIZATION ADDRESS: Only allowed if the Edit button is enabled (enabled by your current role for the organization).  Click on the Edit button.  The system will change the fields to updatable fields.  The Save and Cancel buttons are displayed and the Edit, Add and Delete buttons are hidden.  You can update any of the fields based upon the following guidelines.  • Address Type - This is a required field (cannot be left blank).  You select a new value from the dropdown list.  • Address 1 - This is a required field.  You will update/enter the new address in the space provided.  Maximum size of 120 characters.  • Address 2 - You will update / enter the second address line in the space provided.  Maximum size of 120 characters.  • City - This is a required field.  You can enter up to 50 characters.  • State - This is a required field.  You select a new value from the dropdown list.  • Zip Code - This is a required field.  You can enter 5 digit zip code.    Once you have updated all of the information, click on the Save button to save the changes.  When clicked, a message will be displayed asking you to confirm you want to save the changes.  If you click OK, the changes will be saved and the screen will change back to display only with the Save and Cancel buttons no longer displayed.  If you click Cancel, the changes will remain on the screen but not saved.    TO CANCEL CHANGES MADE TO THE CONTACT ADDRESS:  If you decide to not save the changes you have made, click on the Cancel button and select the OK option on the confirmation message.  The screen will be refreshed removing the changes and changing the screen to the original state when the User ID was clicked.  If you select Cancel on the confirmation message, no action will be taken and the changes you have made will remain on the screen.     TO CREATE A NEW ADDRESS:  Only allowed if the Add button is enabled (enabled by your current role for the organization).  Click on the Add button.  The screen will work just like the Edit did above with the exception that all of the fields will be blank.  The same edits will be enforced for each of the fields (required, max size).  The Edit and Cancel buttons will also work like they did with the Edit.    TO DELETE THE ORGANIZATION ADDRESS: Only allowed if the Delete button is enabled (enabled by your current role and more than 1 address exists for the organization).   Click on the Delete button.  A message will be displayed asking you to confirm you want to delete the organization address.  If you click on the OK option, the system will delete the organization address, change the record count and display the next address in the display format."|"01-JAN-2014 00:00:00"|""|""|""|"Contact List"|"Contact Address"|"1"|"UC-38"
"121"|"Contact List - Contact Detail    You will use this screen to view, update and Delete Contact information for an organization based upon your role for the organization.  If the User ID displayed is your User ID, you will be able to use the link provided to update your personal account information.    CONTACT DETAIL FIELDS:  The Contact displayed is the User ID hyperlink you clicked in the Contact List.  • Name (First, Last) (required field) • User ID (required field) • Email (required field) • Contact Type (required field) • Role Granted (required field) • Role Requested (required field) • Status (required field) • Description    BUTTONS:  • Edit -  Will be displayed if your current role for the organization of the contact allows updates or the User ID displayed is yours.  TO UPDATE YOUR PERSONAL ACCOUNT INFORMATION:  The User ID displayed needs to be your User ID.  Click on the Edit button over the Contact Detail section.  The system will transfer you to the My Account screen to update your personal account information.  When you return to the Contact Detail screen, your updated contact information will be displayed for the organization.     TO UPDATE THE ORGANIZATION CONTACT: Only allowed if the Edit button is enabled (enabled by your current role for the organization and the User ID displayed is not your User ID).  Click on the Edit button.  The system will change the fields that allow updates to updateable fields.  The Save and Cancel buttons are displayed and the Edit and Delete buttons are hidden.  You can update any of the updatable fields based upon the following guidelines.  • Email - This is a required field (cannot be left blank).  The Email address entered must contain the “@” sign and cannot be more than 120 characters.  • Contact Type - This is a required field.  You can select the contact type desired from the dropdown list of contact types.  • Status - This is a required field.  You can change the role to Active if it is currently Inactive or Pending.  If it is currently Active or Pending you can change it to Inactive.  • Description - You can enter up to 1,000 characters for the description of this role to the organization.  To be able to see the whole description, click in the field and a popup screen will display where you can modify the text and when you close the popup the description will be displayed in the field.  Once you have updated all of the information, click on the Save button to save the changes.  When clicked, a message will be displayed asking you to confirm you want to save the changes.  If you click OK, the changes will be saved and the screen will change back to display only with the Save and Cancel buttons no longer displayed.  If you click Cancel, the changes will remain on the screen but not saved.    TO CANCEL CHANGES MADE TO THE CONTACT DETAIL:  If you decide to not save the changes you have made, click on the Cancel button and select the OK option on the confirmation message.  The screen will be refreshed removing the changes and changing the screen back to the original state when the User ID was clicked.  If you select Cancel on the confirmation message, no action will be taken and the changes you have made will remain on the screen."|"01-JAN-2014 00:00:00"|""|"DESIDI_R"|"28-JUL-2021 16:57:14"|"Contact List"|"Contact Detail"|"1"|"UC-38"
