"WIN_TABLE_ID"|"LONG_NAME"|"DB_SCHEMA_NAME"|"DB_TABLE_NAME"|"DB_TABLE_TYPE_IND"|"USER_MANAGEABLE_IND"|"WH_EXTRACTION_IND"|"BEGIN_DATE"|"DESCRIPTION"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"|"PK_COLUMN_NAME"|"FK_COLUMN_NAME"|"SCREEN_TYPE_NAME"|"WIN_CLASS_NAME"
"75"|"Project Intended Use Codes"|"WIN"|"PROJECT_INTENDED_USE_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Code assigned by WIN Coordinator with input from Data Provider to provide information on the intended reason the project was conducted."|""|""|""|"PROJ_INTENDED_USE_ID"|"PRJINC_PROJ_INTENDED_USE_ID"|"codeTableBaseGrid"|"ProjectIntendedUseCodesEntity"
"76"|"Project Type Codes"|"WIN"|"PROJECT_TYPE_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The type of sampling design employed for projects."|""|""|""|"PROJECT_TYPE_ID"|"PRJTYC_PROJECT_TYPE_ID"|"codeTableBaseGrid"|"ProjectTypeCodesEntity"
"77"|"Relative Depth Codes"|"WIN"|"RELATIVE_DEPTH_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The name that indicates the approximate location within the water column at which the activity occurred."|""|""|""|"RELATIVE_DEPTH_ID"|"RLDPTC_RELATIVE_DEPTH_ID"|"codeTableBaseGrid"|"RelativeDepthCodesEntity"
"78"|"Results"|"WIN"|"RESULTS"|"M"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The Water Quality Sampling Result related to a Monitoring Activity performed by an Organization at a certain site, date and water column."|""|""|""|"RESULT_KEY"|"RSULT_RESULT_KEY"|""|""
"79"|"Results History"|"WIN"|"RESULTS_HISTORY"|"M"|"N"|"N"|"01-JAN-2014 00:00:00"|"The history of the Water Quality Sampling Result related to a Monitoring Activity performed by an Organization at a certain site, date and water column."|""|""|""|"RESULT_HISTORY_KEY"|"RSHIST_RESULT_HISTORY_KEY"|""|""
"80"|"Contact Status Codes"|"WIN"|"CONTACT_STATUS_CODES"|"C"|"N"|"Y"|"01-JAN-2014 00:00:00"|"Describes the Status of a contact/user (examples: Inactive, Active, Revoked)"|""|""|""|"CONTACT_STATUS_ID"|"CNTSTC_CONTACT_STATUS_ID"|"codeTableBaseGrid"|"ContactStatusCodesEntity"
"81"|"Contact Type Codes"|"WIN"|"CONTACT_TYPE_CODES"|"C"|"N"|"Y"|"01-JAN-2014 00:00:00"|"Identifies the Type of contact."|""|""|""|"CONTACT_TYPE_ID"|"CNTTYC_CONTACT_TYPE_ID"|"codeTableBaseGrid"|"ContactTypeCodesEntity"
"82"|"Coordination Area Codes"|"WIN"|"COORDINATION_AREA_CODES"|"C"|"N"|"Y"|"01-JAN-2014 00:00:00"|"A Coordination Area identifies a generic geographical area (examples: northwest, northeast, etc.) which will be assigned to multiple Organizations. The Coordination Area will be used as a Filter to more easily assign multiple Organizations to one Win Coordinator.   However there will not be a direct assignment of Coordination Areas to Win Coordinators."|""|""|""|"COORDINATION_AREA_ID"|"CORDAR_COORDINATION_AREA_ID"|"codeTableBaseGrid"|"CoordinationAreaCodesEntity"
"83"|"Elevation Datum Codes"|"WIN"|"ELEVATION_DATUM_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The name that identifies the Datum used to collect the land surface elevation value."|""|""|""|"ELEVATION_DATUM_ID"|"ELDATM_ELEVATION_DATUM_ID"|"codeTableBaseGrid"|"ElevationDatumCodesEntity"
"84"|"Result Status Codes"|"WIN"|"RESULT_STATUS_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Status identifier for Result Value required by WQX to indicate acceptability of the result with respect to QA/QC criteria."|""|""|""|"RESULT_STATUS_ID"|"RSSTAT_RESULT_STATUS_ID"|"codeTableBaseGrid"|"ResultStatusCodesEntity"
"85"|"Result Value Type Codes"|"WIN"|"RESULT_VALUE_TYPE_CODES"|"C"|"N"|"Y"|"01-JAN-2014 00:00:00"|"A name that qualifies the process which was used in the determination of the result value e.g.: actual, estimated, calculated."|""|""|""|"RESULT_VALUE_TYPE_ID"|"RSVALT_RESULT_VALUE_TYPE_ID"|"codeTableBaseGrid"|"ResultValueTypeCodesEntity"
"86"|"Sample Collection Type Codes"|"WIN"|"SAMPLE_COLLECTION_TYPE_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The method used to collect the sample, e.g.: grab, composite, etc."|""|""|""|"SAMPLE_COLLECTION_TYPE_ID"|"SACTCSAMPLE_COLLECTION_TYPE_ID"|"codeTableBaseGrid"|"SampleCollectionTypeCodesEntity"
"87"|"Sample Collect Equp Codes"|"WIN"|"SAMPLE_COLLECT_EQUP_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The equipment, device, or instrument used to collect the sample."|""|""|""|"SAMPLE_COLLECT_EQUIP_ID"|"SCEQC_SAMPLE_COLLECT_EQUIP_ID"|"SampleCollectionEquiGrid"|"SampleCollectEqupCodesEntity"
"88"|"Sample Collect Equp Typ Codes"|"WIN"|"SAMPLE_COLLECT_EQUP_TYP_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The type of the equipment, device, or instrument used to collect the sample.  Grouping/classification of Sample Collection Equipment Name to be used for validating specific sample collection equipment/matrix combinations."|""|""|""|"SAMP_COLLECT_EQUIP_TYP_ID"|"SCQ_SAMP_COLLECT_EQUIP_TYP_ID"|"codeTableBaseGrid"|"SampleCollectEqupTypCodesEntity"
"89"|"Sample Fraction Codes"|"WIN"|"SAMPLE_FRACTION_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The portion of the sample for the results that are obtained from a physically partitioned sample."|""|""|""|"SAMPLE_FRACTION_ID"|"WSFC_SAMPLE_FRACTION_ID"|"codeTableBaseGrid"|"SampleFractionCodesEntity"
"90"|"Sampling Agency Codes"|"WIN"|"SAMPLING_AGENCY_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Agency that actually sampled. Sampling Agency must exist in WIN before an activity can be loaded containing that Sampling Agency. If it does not exist, then a Data Provider can contact the WIN Administrator to add the Agency into the List."|""|""|""|"SAMPLING_AGENCY_ID"|"SAGC_SAMPLING_AGENCY_ID"|"codeTableBaseGrid"|"SamplingAgencyCodesEntity"
"91"|"Secondary Type Codes"|"WIN"|"SECONDARY_TYPE_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The code that represents the secondary type designation of a Monitoring Location"|""|""|""|"SECONDARY_TYPE_ID"|"SCNTC_SECONDARY_TYPE_ID"|"codeTableSecondaryTypeGrid"|"SecondaryTypeCodesEntity"
"92"|"Sec Type Feat Classes"|"WIN"|"SEC_TYPE_FEAT_CLASSES"|"C"|"Y"|"N"|"01-JAN-2014 00:00:00"|"This entity represents the m-m relationship between the Secondary Type Code and the NHD Feature Class Code."|""|""|""|"SEC_TYPE_FEAT_CLASS_KEY"|"STCFCC_SEC_TYPE_FEAT_CLASS_KEY"|"secTypeFeatClassesGrid"|"SecTypeFeatClassesEntity"
"93"|"Sec Type Feat Types"|"WIN"|"SEC_TYPE_FEAT_TYPES"|"C"|"Y"|"N"|"01-JAN-2014 00:00:00"|"This entity represents the m-m relationship between the Secondary Type Code and the NHD Feature Type Code."|""|""|""|"SEC_TYPE_FEAT_TYPE_KEY"|"STCFTC_SEC_TYPE_FEAT_TYPE_KEY"|"secTypeFeatTypesGrid"|"SecTypeFeatTypesEntity"
"94"|"Statistical Base Codes"|"WIN"|"STATISTICAL_BASE_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The method used to calculate derived results."|""|""|""|"STATISTICAL_BASE_ID"|"WSBC_STATISTICAL_BASE_ID"|"codeTableBaseGrid"|"StatisticalBaseCodesEntity"
"95"|"Stg Activity Results"|"WIN"|"STG_ACTIVITY_RESULTS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The Water Quality Sampling Activity and Result performed by an Organization at a certain site, date and water column, as imported in Staging by the Organization."|""|""|""|"STG_ACTIVITY_RESULT_KEY"|"SACRES_STG_ACTIVITY_RESULT_KEY"|""|""
"96"|"Stg Cnfg Imp Translations"|"WIN"|"STG_CNFG_IMP_TRANSLATIONS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"Stores the Translation specific to each Organization value matching the Standard Value List attributes related to a certain dataset import. The Data is cloned from CONFIG_IMP_TRANSLATION entity during data-import. Record from this entity must be deleted if the referenced Code Table in Production has been updated with an 'end date' value entered to obsolete a record."|""|""|""|"STG_CNFG_IMP_TRANSLATION_KEY"|"SCSTG_CNFG_IMP_TRANSLATION_KEY"|""|""
"97"|"Stg Config Imports"|"WIN"|"STG_CONFIG_IMPORTS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"Store the Summary of an Organization Configuration settings specific to a dataset import. The Data is cloned from CONFIG_IMPORT entity during data-import."|""|""|""|"STG_CONFIG_IMPORT_KEY"|"SCFIMP_STG_CONFIG_IMPORT_KEY"|""|""
"98"|"Stg Config Imp Columns"|"WIN"|"STG_CONFIG_IMP_COLUMNS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"Store the Detail Organization Configuration settings specific to each column/attribute related to a dataset after it has been imported. Data is cloned from CONFIG_IMP_COLUMN for specific import."|""|""|""|"STG_CONFIG_IMP_COLUMN_KEY"|"SCFICSTG_CONFIG_IMP_COLUMN_KEY"|""|""
"99"|"Stg Dataset Action Codes"|"WIN"|"STG_DATASET_ACTION_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"Display the type of action that initiated the dataset, such as: Upload (records from a file external to WIN), Edit (records from WIN Production), Insert (new record)."|""|""|""|"STG_DATASET_ACTION_ID"|"SDSTAC_STG_DATASET_ACTION_ID"|""|"StgDatasetActionCodesEntity"
"100"|"Stg Dataset Status Codes"|"WIN"|"STG_DATASET_STATUS_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"Display the imported dataset Status, such as: Ready for Migration, In Staging with Errors, etc."|""|""|""|"STG_DATASET_STATUS_ID"|"SDSSTC_STG_DATASET_STATUS_ID"|""|"StgDatasetStatusCodesEntity"
"101"|"Stg Errors"|"WIN"|"STG_ERRORS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The Errors occurred in Staging related to all imported-data entities after the run of the MDQS WIN Rules."|""|""|""|"STG_ERROR_KEY"|""|""|""
"102"|"Stg Monitor Locations"|"WIN"|"STG_MONITOR_LOCATIONS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The location site at which Surface and/or Ground Water Quality sampling and/or Water monitoring activities are conducted, as imported in Staging by the Organization."|""|""|""|"STG_MONITOR_LOCATION_KEY"|"SMNLOCSTG_MONITOR_LOCATION_KEY"|""|""
"103"|"Stg Projects"|"WIN"|"STG_PROJECTS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The Water Quality Sampling and Monitoring Project information as imported in Staging by the Organization."|""|""|""|"STG_PROJECT_KEY"|"SPRJCT_STG_PROJECT_KEY"|""|""
"104"|"Stg Wells"|"WIN"|"STG_WELLS"|"S"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The location site at which Ground Water Quality sampling or other Ground Water monitoring activities are conducted, as imported in Staging by the Organization."|""|""|""|"STG_WELL_KEY"|"SWELL_STG_WELL_KEY"|""|""
"105"|"Target Species Codes"|"WIN"|"TARGET_SPECIES_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The fish species that represent the tissue used in analyses to report sample concentrations."|""|""|""|"TARGET_SPECIES_ID"|"WTSC_TARGET_SPECIES_ID"|"codeTableBaseGrid"|"TargetSpeciesCodesEntity"
"106"|"Time Zone Codes"|"WIN"|"TIME_ZONE_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"The time zone for which the time of day is reported."|""|""|""|"TIME_ZONE_ID"|"TZC_TIME_ZONE_ID"|""|"TimeZoneCodesEntity"
"107"|"Unit Codes"|"WIN"|"UNIT_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Unit Measure as reported by the Data Provider and/or as used by the DEP transformed values."|""|""|""|"UNIT_ID"|"UNITC_UNIT_ID"|"codeTableBaseGrid"|"UnitCodesEntity"
"108"|"Unit Conversion Codes"|"WIN"|"UNIT_CONVERSION_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"The function which converts one unit (input) into the DEP unit (output)."|""|""|""|"UNIT_CONVERSION_ID"|"UNTCNC_UNIT_CONVERSION_ID"|""|"UnitConversionCodesEntity"
"109"|"User Managed Code Tables"|"WIN"|"USER_MANAGED_CODE_TABLES"|"M"|"Y"|"N"|"01-JAN-2014 00:00:00"|"Middle Entity table to allow for m-m relationship between the WIN User and the WIN Table Code entities."|""|""|""|"USER_MANAGED_CODE_TABLE_KEY"|""|""|""
"110"|"Wqx Horiz Coll Method Codes"|"WIN"|"WQX_HORIZ_COLL_METHOD_CODES"|"W"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Crosswalk entity used for WQX to map the FDM.COORDINATE_METHOD_CODES values to the WQX Domain list (i.e. Horizontal Collection Method). This is necessary since the COORDINATE_METHOD_CODES is in the FDM schema and not in the WIN schema."|""|""|""|"WQX_HORIZ_COLL_METHOD_ID"|""|""|""
"111"|"Value Qualifier Codes"|"WIN"|"VALUE_QUALIFIER_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Remarks which describe the Laboratory Procedures that produced the result."|""|""|""|"VALUE_QUALIFIER_ID"|"VQLC_VALUE_QUALIFIER_ID"|"codeTableBaseGrid"|"ValueQualifierCodesEntity"
"112"|"Waterbody Codes"|"WIN"|"WATERBODY_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"The Florida DEP recognized WATERBODY NAME on which the monitoring location resides (e.g., BISCAYNE AQUIFER,  TURTLE SPRING). The WATERBODY NAME is provided by the data loader."|""|""|""|"WATERBODY_ID"|"WTRBDC_WATERBODY_ID"|"waterBodyCodesGrid"|"WaterbodyCodesEntity"
"113"|"Water Level Recorder Codes"|"WIN"|"WATER_LEVEL_RECORDER_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"A marker identifying if the well has or had a water level recording device installed."|""|""|""|"WATER_LEVEL_RECORDER_ID"|"WWLRC_WATER_LEVEL_RECORDER_ID"|"codeTableBaseGrid"|"WaterLevelRecorderCodesEntity"
"114"|"Wells"|"WIN"|"WELLS"|"M"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The location site at which Ground Water Quality sampling or other Ground Water monitoring activities are conducted."|""|""|""|"WELL_KEY"|"WWELL_WELL_KEY"|""|""
"115"|"Wells History"|"WIN"|"WELLS_HISTORY"|"M"|"N"|"N"|"01-JAN-2014 00:00:00"|"The History of the location site at which Ground Water Quality sampling or other Ground Water monitoring activities are conducted."|""|""|""|"WELL_HISTORY_KEY"|"WLHIST_WELL_HISTORY_KEY"|""|""
"116"|"Well Construction Method Codes"|"WIN"|"WELL_CONSTRUCTION_METHOD_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Description of the method used to construct the Well (e.g., Air rotary, Bored or augured, Cable tool, Hand dug, Hydraulic rotary, Jetted, Air percussion, Reverse rotary)"|""|""|""|"CONSTRUCTION_METHOD_ID"|"WCMC_CONSTRUCTION_METHOD_ID"|"codeTableBaseGrid"|"WellConstructionMethodCodesEntity"
"117"|"Well Finish Codes"|"WIN"|"WELL_FINISH_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Description of the method used to construct the Well (e.g., Air rotary, Bored or augured, Cable tool, Hand dug, Hydraulic rotary, Jetted, Air percussion, Reverse rotary)"|""|""|""|"WELL_FINISH_ID"|"WFSC_WELL_FINISH_ID"|"codeTableBaseGrid"|"WellFinishCodesEntity"
"118"|"Well Material Codes"|"WIN"|"WELL_MATERIAL_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Description of material of which screen or casing  is made."|""|""|""|"WELL_MATERIAL_ID"|"WMC_WELL_MATERIAL_ID"|"codeTableBaseGrid"|"WellMaterialCodesEntity"
"119"|"Well Status Codes"|"WIN"|"WELL_STATUS_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Description of the physical status of the well"|""|""|""|"WELL_STATUS_ID"|"WSTTC_WELL_STATUS_ID"|"codeTableBaseGrid"|"WellStatusCodesEntity"
"120"|"Win Affiliation Codes"|"WIN"|"WIN_AFFILIATION_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Conveys the DEP Affiliation an Internal DEP is associated to."|""|""|""|"WIN_AFFILIATION_ID"|"WAFFC_WIN_AFFILIATION_ID"|"codeTableBaseGrid"|"WinAffiliationCodesEntity"
"121"|"Win Announcement Codes"|"WIN"|"WIN_ANNOUNCEMENT_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Stores the Announcements that will be shown in WIN to inform the users about service or data related information."|""|"KUMAR_A"|"05-OCT-2023 17:35:01"|"WIN_ANNOUNCEMENT_ID"|"WANNC_WIN_ANNOUNCEMENT_ID"|"winAnnouncementCodesGrid"|"WinAnnouncementCodesEntity"
"122"|"Win Batch Job Errors"|"WIN"|"WIN_BATCH_JOB_ERRORS"|"M"|"N"|"N"|"01-JAN-2014 00:00:00"|"The Errors that may be generated by an Oracle Batch Job."|""|""|""|"WIN_BATCH_JOB_ERROR_KEY"|"WBJERR_WIN_BATCH_JOB_ERROR_KEY"|""|""
"123"|"Win Column Codes"|"WIN"|"WIN_COLUMN_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"WIN System table to store the Names and Description for the WIN Application Column as defined and presented to the users in the WIN Interface (e.g. 'Import Configuration Detail Screen', etc.). It also stores a crosswalk among columns in WIN staging and production environments."|""|""|""|"WIN_COLUMN_ID"|"WCLMNC_WIN_COLUMN_ID"|""|"WinColumnCodesEntity"
"124"|"Win Datatype Codes"|"WIN"|"WIN_DATATYPE_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"Defines each acceptable DataType that can be used in WIN that is understandable to the User community (e.g. text = VARCHAR2, date = DATE, date and time, SVL = Standard Value List = Code Table, etc.)."|""|""|""|"WIN_DATATYPE_ID"|"WDTYPC_WIN_DATATYPE_ID"|""|"WinDatatypeCodesEntity"
"125"|"Win Format Codes"|"WIN"|"WIN_FORMAT_CODES"|"C"|"R"|"Y"|"01-JAN-2014 00:00:00"|"Defines each acceptable Format that can be used in WIN in case of date, time, etc. (e.g. MM/DD/YYYY, DD-MM-YY, etc.)."|""|""|""|"WIN_FORMAT_ID"|"WFRMTC_WIN_FORMAT_ID"|""|"WinFormatCodesEntity"
"126"|"Win Help Codes"|"WIN"|"WIN_HELP_CODES"|"C"|"Y"|"Y"|"01-JAN-2014 00:00:00"|"Identifies the WIN Application Help. This Help does not replace the WIN User Manual, it stores a simple Help by Screen."|""|""|""|"WIN_HELP_ID"|"WHELPC_WIN_HELP_ID"|"winHelpCodesGrid"|"WinHelpCodesEntity"
"127"|"Win Organizations"|"WIN"|"WIN_ORGANIZATIONS"|"M"|"Y"|"N"|"01-JAN-2014 00:00:00"|"The entity that commissioned the water quality sampling effort and the owner of the submitted data."|""|""|""|"WIN_ORGANIZATION_KEY"|"WORG_WIN_ORGANIZATION_KEY"|""|""
"128"|"Win Organizations History"|"WIN"|"WIN_ORGANIZATIONS_HISTORY"|"M"|"N"|"N"|"01-JAN-2014 00:00:00"|"The history of the entity that commissioned the water quality sampling effort and the owner of the submitted data."|""|""|""|"WIN_ORGANIZATION_HISTORY_KEY"|""|""|""
"129"|"Hist Stg Dataset Imports"|"WIN"|"STG_DATASET_IMPORTS_HISTORY"|"M"|"N"|"N"|"07-JUN-2018 00:00:00"|"The History metadata information related to each Dataset which ware deleted from Staging Dataset Import."|""|""|""|"STG_DATASET_IMPORT_HIST_KEY"|""|""|""
"131"|"FDM Datum Codes"|"FDM"|"DATUM_CODES"|"C"|"N"|"N"|"01-JAN-2014 00:00:00"|"FDM Datum Codes"|""|""|""|"DATUM_ID"|""|""|""
"132"|"FDM Coordinate Method Codes"|"FDM"|"COORDINATE_METHOD_CODES"|"C"|"N"|"N"|"01-JAN-2014 00:00:00"|"FDM Coordinate Method Codes"|""|""|""|"COORDINATE_METHOD_ID"|""|""|""
"133"|"GW Waterbody Subname Codes"|"WIN"|"GW_WATERBODY_SUBNAME_CODES"|"C"|"Y"|"Y"|"27-JUN-2019 00:00:00"|"The Florida DEP recognized GW Waterbody Sub-Name associated to the monitoring location. The GW Waterbody Sub-Name is provided by the data loader"|""|""|""|"GW_WATERBODY_SUBNAME_ID"|"GWWSN_GW_WATERBODY_SUBNAME_ID"|"codeTableBaseGrid"|"GwWaterbodySubnameCodesEntity"
"135"|"MDQS Org Rule Combinations"|"WIN"|"MDQS_ORG_RULE_COMBS"|"C"|"Y"|"N"|"12-JAN-2023 00:00:00"|"Rule combinations for specific organizations"|""|""|""|"MDQS_ORG_RULE_COMB_KEY"|""|"codeTableMdqsOrgRuleGrid"|"MdqsOrgRuleCombsEntity"
