"WATERBODY_ID"|"LONG_NAME"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"1281"|"MAYPORT CUT RANGE"|"01-JAN-2014 00:00:00"|""|""|""
"1282"|"ALAFIA RIVER CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1284"|"FORT PIERCE INLET INNER RANGE"|"01-JAN-2014 00:00:00"|""|""|""
"1286"|"HILLSBORO RIVER CHANNEL (HISTORICAL)"|"01-JAN-2014 00:00:00"|""|""|""
"1287"|"MCCALL SAND FLATS"|"01-JAN-2014 00:00:00"|""|""|""
"1288"|"PAYNES PRAIRIE"|"01-JAN-2014 00:00:00"|""|""|""
"1289"|"ROCK ISLAND PRAIRIE"|"01-JAN-2014 00:00:00"|""|""|""
"1290"|"SLATE PRAIRIE"|"01-JAN-2014 00:00:00"|""|""|""
"1291"|"GOOSE PASTURE"|"01-JAN-2014 00:00:00"|""|""|""
"1292"|"DOCTORS PRAIRIE"|"01-JAN-2014 00:00:00"|""|""|""
"1293"|"DIEGO PLAINS"|"01-JAN-2014 00:00:00"|""|""|""
"1294"|"BIG JIM CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1295"|"BLACK CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1296"|"BOGGY POND"|"01-JAN-2014 00:00:00"|""|""|""
"1297"|"CABBAGEHEAD BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1298"|"CORK SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"1299"|"CROSS BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1300"|"DUSENBURY CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1301"|"DYNAMITE PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1302"|"ELWINDER CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1303"|"FALSE CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1304"|"FODDERSTACK SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"1305"|"FOURMILE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1306"|"GUM DRIFT SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"1307"|"HURRICANE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1308"|"KESTNER CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1309"|"KREAMER BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1311"|"FLORIDAN AQUIFER SYSTEM, UPPER"|"01-JAN-2014 00:00:00"|"27-FEB-2019 05:00:00"|"ZIMMERMAN_JM"|"27-FEB-2019 16:35:53"
"1312"|"PERDIDO BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1313"|"BAYOU CHICO"|"01-JAN-2014 00:00:00"|""|""|""
"1314"|"BELLA VISTA BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1315"|"BESSIE COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1316"|"BLACKBURN BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1317"|"BLUE SPRINGS RUN"|"01-JAN-2014 00:00:00"|""|""|""
"1318"|"BUNKERS COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1320"|"CARR CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1322"|"CHAMBERS COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1323"|"CHAMPLAIN BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1324"|"CHARLOTTE HARBOR"|"01-JAN-2014 00:00:00"|""|""|""
"1325"|"COTTON KEY BASIN"|"01-JAN-2014 00:00:00"|""|""|""
"1326"|"CRAB KEY BIGHT"|"01-JAN-2014 00:00:00"|""|""|""
"1327"|"CROMARTIE ARM"|"01-JAN-2014 00:00:00"|""|""|""
"1328"|"CROSS BAYS"|"01-JAN-2014 00:00:00"|""|""|""
"1329"|"CRYSTAL COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1331"|"DICKERMAN CUT"|"01-JAN-2014 00:00:00"|""|""|""
"1332"|"DONA BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1333"|"DONS BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1334"|"DUCK POND"|"01-JAN-2014 00:00:00"|""|""|""
"1335"|"EAGLE HARBOR"|"01-JAN-2014 00:00:00"|""|""|""
"1336"|"EAST CONRAD CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1337"|"ESTERO BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1338"|"FISH TRAP BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1339"|"FLOWING WELL CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1340"|"GOODLAND BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1341"|"GOOSE BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1342"|"GRASSY COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1343"|"GRIMSLEY COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1344"|"HELLS HALF ACRE"|"01-JAN-2014 00:00:00"|""|""|""
"1345"|"HOG AND HOMINY COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1346"|"HUSTON COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1347"|"JOHNSON BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1348"|"KEY WEST BIGHT"|"01-JAN-2014 00:00:00"|""|""|""
"1349"|"LARGO INLET"|"01-JAN-2014 00:00:00"|""|""|""
"1350"|"LITTLE BLACKWATER SOUND"|"01-JAN-2014 00:00:00"|""|""|""
"1351"|"LITTLE GRASSY BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1352"|"LITTLE WEST BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1355"|"LONG SOUND"|"01-JAN-2014 00:00:00"|""|""|""
"1356"|"LONGBOAT PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1357"|"LOWER SUGARLOAF SOUND"|"01-JAN-2014 00:00:00"|""|""|""
"1358"|"MARLER BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1359"|"MATHERS COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1360"|"MOORE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1361"|"MULLET KEY BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1362"|"MURDOCK BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1363"|"NEW PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1364"|"OLD BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1365"|"PONCE DE LEON BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1367"|"PUCKETT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1368"|"ROCK HARBOR"|"01-JAN-2014 00:00:00"|""|""|""
"1369"|"ROCK ISLAND BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1370"|"ROCKY BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1371"|"ROCKY BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1372"|"ROCKY POINT COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1373"|"ROHDEN COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1374"|"ROSE BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1375"|"SAINT GEORGE SOUND"|"01-JAN-2014 00:00:00"|""|""|""
"1377"|"SAWYER COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1378"|"SECOND BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1379"|"SEXTON COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1380"|"SHEEPSHEAD BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1381"|"SIMILAR SOUND"|"01-JAN-2014 00:00:00"|""|""|""
"1382"|"SOUTH COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1383"|"SOUTH SNAG HARBOR"|"01-JAN-2014 00:00:00"|""|""|""
"1384"|"STRICKLAND BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1385"|"SUGARHOUSE COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1386"|"SUNDAY BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1387"|"TIGER TAIL BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1388"|"TROUT COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1389"|"WARD COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1390"|"WEST BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1391"|"WEST PASS BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1392"|"WEST PRONG"|"01-JAN-2014 00:00:00"|"09-AUG-2017 04:00:00"|"ZIMMERMAN_JM"|"09-AUG-2017 14:21:48"
"1395"|"COOPER BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1401"|"NASSAU SOUND"|"01-JAN-2014 00:00:00"|""|""|""
"1404"|"WALKER BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1406"|"FRED BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1408"|"EAST MARCO BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1409"|"HOLIDAY COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1410"|"REDOUBT BAYOU"|"01-JAN-2014 00:00:00"|""|""|""
"1411"|"RAMBLER HOLE"|"01-JAN-2014 00:00:00"|""|""|""
"1412"|"INLET HARBOR"|"01-JAN-2014 00:00:00"|""|""|""
"1413"|"KNIGHT PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1414"|"THURSDAY COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1416"|"BUZZARD ROOST COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1417"|"GRASS INLET"|"01-JAN-2014 00:00:00"|""|""|""
"1418"|"SALT COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1419"|"BIG MARCO PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1420"|"FISH HOUSE COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1421"|"IBIS COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1422"|"OCHLOCKONEE BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1424"|"BARLEY BASIN"|"01-JAN-2014 00:00:00"|""|""|""
"1426"|"BLUE HERON COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1427"|"AIRPORT CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1428"|"CANOE CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1429"|"GATOR BAY CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1430"|"HOMESTEAD CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1431"|"KING CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1432"|"MCDONALD CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1433"|"PENNSUCO CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1434"|"LITTLE RIVER CANAL NUMBER C-7"|"01-JAN-2014 00:00:00"|""|""|""
"1435"|"NORTH PALM BEACH WATERWAY"|"01-JAN-2014 00:00:00"|""|""|""
"1436"|"CANAL C-41A"|"01-JAN-2014 00:00:00"|""|""|""
"1437"|"CANAL 111"|"01-JAN-2014 00:00:00"|""|""|""
"1438"|"ROWLAND CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1440"|"BLACK CREEK CANAL C-1"|"01-JAN-2014 00:00:00"|""|""|""
"1441"|"NORTH FORK SNAKE CREEK CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1442"|"DEER FENCE CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1443"|"FLORIDA EAST COAST"|"01-JAN-2014 00:00:00"|""|""|""
"1444"|"L-8 CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1445"|"NORTH FEEDER CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1446"|"MARVIN D ADAMS WATERWAY"|"01-JAN-2014 00:00:00"|""|""|""
"1447"|"OLD CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1448"|"BLACK CREEK CANAL NO C-1W"|"01-JAN-2014 00:00:00"|""|""|""
"1449"|"BAYOU CANAL"|"01-JAN-2014 00:00:00"|""|""|""
"1450"|"BROADMOOR WATERWAY"|"01-JAN-2014 00:00:00"|""|""|""
"1451"|"GALLEON COVE"|"01-JAN-2014 00:00:00"|""|""|""
"1452"|"LONG MEADOW CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1455"|"SNAKE RIVER"|"01-JAN-2014 00:00:00"|""|""|""
"1456"|"BLACKWATER PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1457"|"BOCA GRANDE"|"01-JAN-2014 00:00:00"|""|""|""
"1458"|"BOGIE CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1459"|"BRICE FINE PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1460"|"BUCHAU PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1461"|"BUCK KEY CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1462"|"CEDAR CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1463"|"CHOKOLOSKEE PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1464"|"CORMORANT PASS"|"01-JAN-2014 00:00:00"|""|""|""
"1465"|"EAST HARBOR KEY CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1466"|"FOX CUT"|"01-JAN-2014 00:00:00"|""|""|""
"1467"|"GARRISON CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1468"|"GRIFFITH FERRY STRETCH"|"01-JAN-2014 00:00:00"|""|""|""
"1471"|"JEWFISH CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1472"|"LEWIS CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1473"|"MAGNOLIA SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"1475"|"MUD KEY CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1476"|"NUMBER FOUR CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1477"|"OUTER NARROWS"|"01-JAN-2014 00:00:00"|""|""|""
"1478"|"ROCKLAND CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1479"|"ROOSEVELT CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1480"|"SEBASTIAN INLET"|"01-JAN-2014 00:00:00"|""|""|""
"1481"|"SEDDON CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1484"|"SPARKMAN BAY"|"01-JAN-2014 00:00:00"|""|""|""
"1485"|"STARRETT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1486"|"STEAMBOAT CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1487"|"STEAMBOAT CREEK"|"01-JAN-2014 00:00:00"|""|""|""
"1489"|"WILSON CUT"|"01-JAN-2014 00:00:00"|""|""|""
"1491"|"SOUTHEAST CHANNEL"|"01-JAN-2014 00:00:00"|""|""|""
"1493"|"BIG FISH LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1494"|"BIG REDFISH LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1495"|"BIG WHIRL"|"01-JAN-2014 00:00:00"|""|""|""
"1496"|"BLACKBURN POND"|"01-JAN-2014 00:00:00"|""|""|""
"1497"|"BLOCK POND"|"01-JAN-2014 00:00:00"|""|""|""
"1498"|"BLOCKER LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1500"|"BODIFORD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1501"|"BONE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1502"|"BOOTH LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1503"|"BORDER LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1504"|"HOOD LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1505"|"BRICE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1506"|"BROWNS LAKES"|"01-JAN-2014 00:00:00"|""|""|""
"1507"|"LAKE BRYAN"|"01-JAN-2014 00:00:00"|""|""|""
"1508"|"BUCHAN POND"|"01-JAN-2014 00:00:00"|""|""|""
"1509"|"BULL SLOUGH"|"01-JAN-2014 00:00:00"|""|""|""
"1510"|"BURNS LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1511"|"BUTTERFLY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1512"|"BYSTRE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1513"|"CALIFORNIA LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1514"|"CARAWAY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1515"|"CARLNEY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1516"|"LAKE CARROLL"|"01-JAN-2014 00:00:00"|""|""|""
"1517"|"CAT ISLAND LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1518"|"CATTAIL LAKES"|"01-JAN-2014 00:00:00"|""|""|""
"1519"|"LAKE CHASCO"|"01-JAN-2014 00:00:00"|""|""|""
"1521"|"LAKE CLARA (HISTORICAL)"|"01-JAN-2014 00:00:00"|""|""|""
"1522"|"CLEARVIEW LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1523"|"CLIFF LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1524"|"CLUMP POND"|"01-JAN-2014 00:00:00"|""|""|""
"1525"|"LAKE COLBY"|"01-JAN-2014 00:00:00"|""|""|""
"1526"|"CONNELL LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1527"|"COOEG POND"|"01-JAN-2014 00:00:00"|""|""|""
"1528"|"COON PRAIRIE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1529"|"COOP POND"|"01-JAN-2014 00:00:00"|""|""|""
"1530"|"LAKE CORA"|"01-JAN-2014 00:00:00"|""|""|""
"1531"|"CORKWOOD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1532"|"COULTER BASIN"|"01-JAN-2014 00:00:00"|""|""|""
"1533"|"CRABGRASS POND"|"01-JAN-2014 00:00:00"|""|""|""
"1534"|"CRANE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1535"|"CRANES ROOST"|"01-JAN-2014 00:00:00"|""|""|""
"1538"|"LAKE CRESCENT"|"01-JAN-2014 00:00:00"|""|""|""
"1539"|"CROSS WAY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1540"|"DEAD CYPRESS LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1541"|"DOUBLE PONDS"|"01-JAN-2014 00:00:00"|""|""|""
"1542"|"DOWLING LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1544"|"LAKE DRAWDY"|"01-JAN-2014 00:00:00"|""|""|""
"1545"|"DRUMMOND POND"|"01-JAN-2014 00:00:00"|""|""|""
"1546"|"EAST CROOKED LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1547"|"LAKE ECHO"|"01-JAN-2014 00:00:00"|""|""|""
"1548"|"EDGEWOOD LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1549"|"ENCHANTED LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1550"|"ENGINEERS LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1551"|"EVERETT CAMP LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1552"|"FIELDSTONE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1553"|"FINGER POND"|"01-JAN-2014 00:00:00"|""|""|""
"1554"|"FLORIDA POND"|"01-JAN-2014 00:00:00"|""|""|""
"1555"|"FORT ATKINSON LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1556"|"FORTY ACRE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1557"|"FOURMILE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1558"|"FRESHWATER LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1559"|"FYE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1560"|"GADAU LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1561"|"GALILEE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1562"|"GAP LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1563"|"LAKE GATLIN"|"01-JAN-2014 00:00:00"|""|""|""
"1564"|"LAKE GEAR"|"01-JAN-2014 00:00:00"|""|""|""
"1565"|"LAKE GEORGETTE"|"01-JAN-2014 00:00:00"|""|""|""
"1566"|"GIDDON LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1567"|"LAKE GIFFORD"|"01-JAN-2014 00:00:00"|""|""|""
"1568"|"GLISSON POND"|"01-JAN-2014 00:00:00"|""|""|""
"1569"|"GOLF LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1570"|"GRAPE HEAD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1571"|"LAKE GRASSMERE"|"01-JAN-2014 00:00:00"|""|""|""
"1572"|"LAKE GREENWOOD"|"01-JAN-2014 00:00:00"|""|""|""
"1573"|"HALL LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1575"|"HANKINS POND"|"01-JAN-2014 00:00:00"|""|""|""
"1576"|"LAKE HARLAN"|"01-JAN-2014 00:00:00"|""|""|""
"1578"|"LAKE HARTRIDGE"|"01-JAN-2014 00:00:00"|""|""|""
"1579"|"HAVERHILL LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1580"|"HAYWOOD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1581"|"HELEY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1582"|"HENDRICS LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1583"|"LAKE HENEY"|"01-JAN-2014 00:00:00"|""|""|""
"1584"|"HIXON LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1585"|"HOGEYE SINK"|"01-JAN-2014 00:00:00"|""|""|""
"1586"|"HOLDEN LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1587"|"LAKE HOLLOWAY"|"01-JAN-2014 00:00:00"|""|""|""
"1588"|"HORSEHEAD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1589"|"LAKE IDYL"|"01-JAN-2014 00:00:00"|""|""|""
"1590"|"INDIAN LAKE PRAIRIE"|"01-JAN-2014 00:00:00"|""|""|""
"1591"|"LAKE IRENE"|"01-JAN-2014 00:00:00"|""|""|""
"1592"|"LAKE IRISH"|"01-JAN-2014 00:00:00"|""|""|""
"1593"|"LAKE ISABELL"|"01-JAN-2014 00:00:00"|""|""|""
"1596"|"LAKE JEAN"|"01-JAN-2014 00:00:00"|""|""|""
"1597"|"LAKE JEM"|"01-JAN-2014 00:00:00"|""|""|""
"1598"|"JERNIGAN DEAD RIVER"|"01-JAN-2014 00:00:00"|""|""|""
"1599"|"JERRY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1600"|"LAKE JESSIE"|"01-JAN-2014 00:00:00"|""|""|""
"1601"|"LAKE JOE"|"01-JAN-2014 00:00:00"|""|""|""
"1603"|"JORDAN LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1604"|"JUMPER LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1605"|"KEMMONS POND"|"01-JAN-2014 00:00:00"|""|""|""
"1606"|"KID POND"|"01-JAN-2014 00:00:00"|""|""|""
"1607"|"KIT HOLE"|"01-JAN-2014 00:00:00"|""|""|""
"1608"|"LARKIN LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1609"|"LITTLE BAY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1610"|"LITTLE BLUE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1611"|"LITTLE GRASSY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1612"|"LITTLE HENRY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1613"|"LITTLE LAKE HOWELL"|"01-JAN-2014 00:00:00"|""|""|""
"1615"|"LOCH LOW"|"01-JAN-2014 00:00:00"|""|""|""
"1616"|"LOCKEY LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1617"|"LAKE LOCKHART"|"01-JAN-2014 00:00:00"|""|""|""
"1618"|"LAKE LORALIN"|"01-JAN-2014 00:00:00"|""|""|""
"1619"|"LORRAINE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1620"|"LOWER LAKE LOUISE"|"01-JAN-2014 00:00:00"|""|""|""
"1621"|"LOWMAN POND"|"01-JAN-2014 00:00:00"|""|""|""
"1622"|"LAKE LUCINA"|"01-JAN-2014 00:00:00"|""|""|""
"1623"|"LAKE MACY"|"01-JAN-2014 00:00:00"|""|""|""
"1624"|"MALLARD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1625"|"LAKE MANGONIA"|"01-JAN-2014 00:00:00"|""|""|""
"1626"|"MARSHALL LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1627"|"MARSHALL POND"|"01-JAN-2014 00:00:00"|""|""|""
"1628"|"MARY POND"|"01-JAN-2014 00:00:00"|""|""|""
"1629"|"MCKETHAN LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1630"|"MCKISSACK PONDS"|"01-JAN-2014 00:00:00"|""|""|""
"1631"|"LAKE MCLEOD"|"01-JAN-2014 00:00:00"|""|""|""
"1632"|"MEEKS LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1633"|"MELVINA POND"|"01-JAN-2014 00:00:00"|""|""|""
"1634"|"MIDDLE LAKE HAMILTON"|"01-JAN-2014 00:00:00"|""|""|""
"1635"|"LAKE MIZELL"|"01-JAN-2014 00:00:00"|""|""|""
"1637"|"LAKE NAN"|"01-JAN-2014 00:00:00"|""|""|""
"1639"|"LAKE NEWARK"|"01-JAN-2014 00:00:00"|""|""|""
"1640"|"NINEMILE POND"|"01-JAN-2014 00:00:00"|""|""|""
"1641"|"LAKE NONA"|"01-JAN-2014 00:00:00"|""|""|""
"1642"|"NORTH BONNET POND"|"01-JAN-2014 00:00:00"|""|""|""
"1644"|"NORTHWEST LAKE NELLIE"|"01-JAN-2014 00:00:00"|""|""|""
"1646"|"NOTCH POND"|"01-JAN-2014 00:00:00"|""|""|""
"1648"|"OGDEN POND"|"01-JAN-2014 00:00:00"|""|""|""
"1649"|"LAKE ONORA"|"01-JAN-2014 00:00:00"|""|""|""
"1650"|"OTTER PONDS"|"01-JAN-2014 00:00:00"|""|""|""
"1651"|"BIRDSEYE LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1652"|"DAVE MCCLOUD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1653"|"QUIET LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1654"|"NORRIAS CLUB POND"|"01-JAN-2014 00:00:00"|""|""|""
"1655"|"WILSON SHEPHERD POND"|"01-JAN-2014 00:00:00"|""|""|""
"1656"|"JOHN STAFFORD POND TWO"|"01-JAN-2014 00:00:00"|""|""|""
"1657"|"JOHN STAFFORD POND ONE"|"01-JAN-2014 00:00:00"|""|""|""
"1658"|"EARNEST OWEN POND"|"01-JAN-2014 00:00:00"|""|""|""
"1659"|"LAKE RAYONIER TWO"|"01-JAN-2014 00:00:00"|""|""|""
"1660"|"MORGAN MILLPOND"|"01-JAN-2014 00:00:00"|""|""|""
"1661"|"PRAYS POND"|"01-JAN-2014 00:00:00"|""|""|""
"1662"|"LAKE BEGGS"|"01-JAN-2014 00:00:00"|""|""|""
"1663"|"NORTH LAKE OKAHUMPKA"|"01-JAN-2014 00:00:00"|""|""|""
"1664"|"LAKE LEHMAN"|"01-JAN-2014 00:00:00"|""|""|""
"1665"|"BLOSSOM LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1666"|"WESTWOOD LAKE"|"01-JAN-2014 00:00:00"|""|""|""
"1667"|"BLUEBIRD LAKE"|"01-JAN-2014 00:00:00"|""|""|""
