Season,Date,Region,Harvest,Reef,ReefID,CollectionName,Oysters_#/0.0625m^2,Barnacles_#/0.0625m^2,Mussels_#/0.0625m^2,Clams_#/0.0625m^2,PorcelainCrab_#/0.0625m^2,OtherGastropods,Total_#/0.0625m^2,Location,Notes
S15,7/8/2015,St Augustine,N,SA7A,SA7A,S15SA7AR3,55,0,10,0,0,Absent,65,Ridge,
S15,7/8/2015,St Augustine,N,SA7A,SA7A,S15SA7AR7,70,1,5,0,0,Absent,76,Ridge,
S15,7/8/2015,St Augustine,N,SA7A,SA7A,S15SA7AR9,66,1,5,0,0,Absent,72,Ridge,
S15,7/8/2015,St Augustine,N,SA9,SA9,S15SA9R2,149,4,16,0,0,Absent,169,Ridge,
S15,7/8/2015,St Augustine,N,SA9,SA9,S15SA9R3,41,1,1,0,0,Absent,43,Ridge,
S15,7/8/2015,St Augustine,N,SA9,SA9,S15SA9R7,50,0,1,0,0,Absent,51,Ridge,
S15,7/9/2015,Salt Run,Y,SR2S,SR2S,S15SR2SR12,30,2,0,0,0,Absent,32,Ridge,
S15,7/9/2015,Salt Run,Y,SR2S,SR2S,S15SR2SR14,34,0,0,0,0,Absent,34,Ridge,
S15,7/9/2015,Salt Run,Y,SR2S,SR2S,S15SR2SR6,54,58,0,1,1,Absent,114,Ridge,
S15,7/9/2015,Salt Run,Y,SR3,SR3,S15SR3R10,17,1,1,0,0,Absent,19,Ridge,
S15,7/9/2015,Salt Run,Y,SR3,SR3,S15SR3R4,35,0,0,0,0,Absent,35,Ridge,
S15,7/9/2015,Salt Run,Y,SR3,SR3,S15SR3R6,10,0,2,0,0,Absent,12,Ridge,
S15,7/9/2015,Salt Run,Y,SR6,SR6,S15SR6R18,50,10,1,0,2,Absent,63,Ridge,
S15,7/9/2015,Salt Run,Y,SR6,SR6,S15SR6R3,26,0,0,0,0,Absent,26,Ridge,
S15,7/9/2015,Salt Run,Y,SR6,SR6,S15SR6R9,44,0,4,0,0,Absent,48,Ridge,
S15,7/9/2015,Salt Run,N,SR7,SR7,S15SR7R4,60,72,44,0,2,Absent,178,Ridge,
S15,7/9/2015,Salt Run,N,SR7,SR7,S15SR7R5,85,73,42,0,7,Absent,207,Ridge,
S15,7/9/2015,Salt Run,N,SR7,SR7,S15SR7R8,16,15,0,0,1,Absent,32,Ridge,
S15,7/9/2015,Salt Run,Y,SR9,SR9,S15SR9R3,18,1,0,0,0,Absent,19,Ridge,
S15,7/9/2015,Salt Run,Y,SR9,SR9,S15SR9R5,56,7,1,0,0,Absent,64,Ridge,
S15,7/9/2015,Salt Run,Y,SR9,SR9,S15SR9R9,37,20,0,0,0,Absent,57,Ridge,
S15,7/21/2015,Guana River,N,GR3,GR3,S15GR3R11,178,11,7,0,0,Absent,196,Ridge,
S15,7/21/2015,Guana River,N,GR3,GR3,S15GR3R12,64,2,0,0,0,Absent,66,Ridge,
S15,7/21/2015,Guana River,N,GR3,GR3,S15GR3R3,156,15,16,0,0,Absent,187,Ridge,
S15,7/21/2015,Guana River,N,GR7,GR7,S15GR7R14,23,5,2,0,0,Absent,30,Ridge,
S15,7/21/2015,Guana River,N,GR7,GR7,S15GR7R16,25,0,1,0,0,Absent,26,Ridge,
S15,7/21/2015,Guana River,N,GR7,GR7,S15GR7R4,40,3,1,0,0,Absent,44,Ridge,
S15,7/21/2015,Guana River,N,GR8,GR8,S15GR8R16,53,1,1,0,0,Absent,55,Ridge,
S15,7/21/2015,Guana River,N,GR8,GR8,S15GR8R17,96,9,8,0,0,Absent,113,Ridge,
S15,7/21/2015,Guana River,N,GR8,GR8,S15GR8R8,67,2,2,0,0,Absent,71,Ridge,
S15,7/22/2015,Guana River,N,GR1,GR1,S15GR1R12,55,6,3,0,0,Absent,64,Ridge,
S15,7/22/2015,Guana River,N,GR1,GR1,S15GR1R14,82,16,19,0,0,Absent,117,Ridge,
S15,7/22/2015,Guana River,N,GR1,GR1,S15GR1R15,72,11,5,0,0,Absent,88,Ridge,
S15,7/22/2015,Guana River,N,GR2,GR2,S15GR2R18,20,1,3,0,0,Absent,24,Ridge,
S15,7/22/2015,Guana River,N,GR2,GR2,S15GR2R19,28,0,0,0,0,Absent,28,Ridge,
S15,7/22/2015,Guana River,N,GR2,GR2,S15GR2R23,34,2,2,0,0,Absent,38,Ridge,
S15,7/22/2015,Guana River,N,GR5,GR5,S15GR5R22,21,5,1,0,0,Absent,27,Ridge,
S15,7/22/2015,Guana River,N,GR5,GR5,S15GR5R24,37,9,0,0,0,Absent,46,Ridge,
S15,7/22/2015,Guana River,N,GR5,GR5,S15GR5R8,43,8,3,0,0,Absent,54,Ridge,
S15,7/23/2015,Guana River,N,GR4,GR4,S15GR4R3,30,6,6,0,0,Absent,42,Ridge,
S15,7/23/2015,Guana River,N,GR4,GR4,S15GR4R5,30,7,14,0,0,Absent,51,Ridge,
S15,7/23/2015,Guana River,N,GR4,GR4,S15GR4R8,42,11,12,0,0,Absent,65,Ridge,
S15,7/23/2015,Guana River,N,GR6,GR6,S15GR6R3,75,0,11,0,0,Absent,86,Ridge,
S15,7/23/2015,Guana River,N,GR6,GR6,S15GR6R4,79,0,6,0,0,Absent,85,Ridge,
S15,7/23/2015,Guana River,N,GR6,GR6,S15GR6R6,79,0,4,0,0,Absent,83,Ridge,
S15,8/4/2015,Tolomato River,Y,TR3,TR3,S15TR3R4,5,0,0,0,0,Absent,5,Ridge,
S15,8/4/2015,Tolomato River,Y,TR3,TR3,S15TR3R5,4,0,0,0,0,Absent,4,Ridge,
S15,8/4/2015,Tolomato River,Y,TR3,TR3,S15TR3R7,17,0,1,0,0,Absent,18,Ridge,
S15,8/5/2015,Pellicer Flats,N,PF4,PF4,S15PF4R1,10,2,9,1,0,Absent,22,Ridge,
S15,8/5/2015,Pellicer Flats,N,PF4,PF4,S15PF4R19,5,13,44,2,0,Absent,64,Ridge,
S15,8/5/2015,Pellicer Flats,N,PF4,PF4,S15PF4R40,4,25,112,9,0,Absent,150,Ridge,
S15,8/6/2015,Fort Matanzas,N,ML,ML,S15PFMLR11,54,7,4,0,0,Absent,65,Ridge,
S15,8/6/2015,Fort Matanzas,N,ML,ML,S15PFMLR5,10,3,0,1,0,Absent,14,Ridge,
S15,8/6/2015,Fort Matanzas,N,ML,ML,S15PFMLR7,23,5,2,0,0,Absent,30,Ridge,
S15,8/6/2015,Pellicer Flats,N,PF8,PF8,S15PF8R13,64,3,5,0,0,Absent,72,Ridge,
S15,8/6/2015,Pellicer Flats,N,PF8,PF8,S15PF8R2,149,9,8,0,0,Absent,166,Ridge,
S15,8/6/2015,Pellicer Flats,N,PF8,PF8,S15PF8R4,57,3,5,0,0,Absent,65,Ridge,
S15,8/6/2015,Pellicer Flats,N,PF9,PF9,S15PF9R10,64,0,2,0,0,Absent,66,Ridge,
S15,8/6/2015,Pellicer Flats,N,PF9,PF9,S15PF9R15,79,2,12,0,0,Absent,93,Ridge,
S15,8/6/2015,Pellicer Flats,N,PF9,PF9,S15PF9R6,103,1,65,6,6,Absent,181,Ridge,
S15,8/6/2015,Pellicer Flats,N,PFD,PFD,S15PFDR1,472,21,47,0,0,Absent,540,Ridge,
S15,8/6/2015,Pellicer Flats,N,PFD,PFD,S15PFDR25,694,62,112,31,0,Absent,899,Ridge,3 crown conchs / 1 pen shell
S15,8/6/2015,Pellicer Flats,N,PFD,PFD,S15PFDR9,92,10,73,0,0,Absent,175,Ridge,
S15,9/9/2015,Tolomato River,Y,TR3A,TR3A,S15TR3AR4,71,2,2,0,0,Absent,75,Ridge,
S15,9/9/2015,Tolomato River,Y,TR3A,TR3A,S15TR3AR6,56,0,4,0,0,Absent,60,Ridge,
S15,9/9/2015,Tolomato River,Y,TR3A,TR3A,S15TR3AR8,30,1,5,0,0,Absent,36,Ridge,
S15,9/9/2015,Tolomato River,N,VBNR2,VBNR2,S15VBNR2R2,121,13,18,0,0,Absent,152,Ridge,
S15,9/9/2015,Tolomato River,N,VBNR2,VBNR2,S15VBNR2R4,186,16,8,0,0,Absent,210,Ridge,
S15,9/9/2015,Tolomato River,N,VBNR2,VBNR2,S15VBNR2R5,89,10,4,0,0,Absent,103,Ridge,
W16,12/10/2015,Guana River,N,GR250,GR250,W16GR250R1,129,53,13,4,0,Present,199,Ridge,
W16,12/10/2015,Guana River,N,GR250,GR250,W16GR250R11,125,26,22,12,0,Present,185,Ridge,
W16,12/10/2015,Guana River,N,GR250,GR250,W16GR250R16,50,6,6,4,0,Present,66,Ridge,
W16,12/14/2015,Salt Run,N,SR55,SR55,W16SR55R11,45,116,0,NA,0,NA,161,Ridge,
W16,12/14/2015,Salt Run,N,SR55,SR55,W16SR55R5,36,18,0,NA,0,NA,54,Ridge,1 mud crab/ conch shell
W16,12/14/2015,Salt Run,N,SR55,SR55,W16SR55R9,51,156,0,NA,6,NA,213,Ridge,mud crab / conch 
W16,12/14/2015,Salt Run,N,SR56,SR56,W16SR56R14,89,77,0,0,5,Absent,171,Ridge,
W16,12/14/2015,Salt Run,N,SR56,SR56,W16SR56R5,212,104,17,2,38,Absent,373,Ridge,
W16,12/14/2015,Salt Run,N,SR56,SR56,W16SR56R9,220,201,19,0,41,Absent,481,Ridge,
W16,12/14/2015,Salt Run,N,SR57,SR57,W16SR57R12,66,35,3,1,0,Absent,105,Ridge,
W16,12/14/2015,Salt Run,N,SR57,SR57,W16SR57R6,70,135,2,0,0,Absent,207,Ridge,
W16,12/14/2015,Salt Run,N,SR57,SR57,W16SR57R8,77,244,0,0,0,Absent,321,Ridge,
W16,12/16/2015,Pellicer Flats,N,PF313,PF313,W16PF313R1,320,59,28,0,0,Present,407,Ridge,
W16,12/16/2015,Pellicer Flats,N,PF313,PF313,W16PF313R11,336,338,66,22,0,Absent,762,Ridge,done while tide coming in/ underwater
W16,12/16/2015,Pellicer Flats,N,PF313,PF313,W16PF313R8,333,123,19,2,0,Absent,477,Ridge,
W16,12/16/2015,Pellicer Flats,N,PF323,PF323,W16PF323R13,513,104,33,25,0,Absent,675,Ridge,
W16,12/16/2015,Pellicer Flats,N,PF323,PF323,W16PF323R5,571,86,30,0,0,Absent,687,Ridge,
W16,12/16/2015,Pellicer Flats,N,PF323,PF323,W16PF323R8,306,61,14,8,0,Absent,389,Ridge,
W16,12/17/2015,Butler Beach,N,FM614,FM614,W16FM614R1,101,14,8,1,0,Present,124,Ridge,
W16,12/17/2015,Butler Beach,N,FM614,FM614,W16FM614R10,70,8,0,0,0,Present,78,Ridge,
W16,12/17/2015,Butler Beach,N,FM614,FM614,W16FM614R5,101,13,4,0,0,Absent,118,Ridge,
W16,12/17/2015,Butler Beach,N,FM631,FM631,W16FM631R3,62,13,2,0,0,Absent,77,Ridge,
W16,12/17/2015,Butler Beach,N,FM631,FM631,W16FM631R5,49,17,0,0,0,Absent,66,Ridge,
W16,12/17/2015,Butler Beach,N,FM631,FM631,W16FM631R6,69,16,4,0,0,Present,89,Ridge,
W16,12/21/2015,Guana River,N,GR80,GR80,W16GR80R2,57,0,10,0,0,Absent,67,Ridge,
W16,12/21/2015,Guana River,N,GR80,GR80,W16GR80R5,61,0,1,0,0,Absent,62,Ridge,
W16,12/21/2015,Guana River,N,GR80,GR80,W16GR80R6,93,3,12,0,0,Present,108,Ridge,
W16,12/21/2015,Guana River,N,GR89,GR89,W16GR89R12,129,4,9,1,0,Absent,143,Ridge,
W16,12/21/2015,Guana River,N,GR89,GR89,W16GR89R18,176,26,30,0,0,Absent,232,Ridge,
W16,12/21/2015,Guana River,N,GR89,GR89,W16GR89R26,272,27,24,7,0,Present,330,Ridge,
W16,1/13/2016,Pellicer Flats,N,PF415,PF415,W16PF415R12,278,41,19,9,0,Present,347,Ridge,
W16,1/13/2016,Pellicer Flats,N,PF415,PF415,W16PF415R4,528,44,64,27,0,Absent,663,Ridge,
W16,1/13/2016,Pellicer Flats,N,PF415,PF415,W16PF415R6,86,35,2,1,0,Present,124,Ridge,
W16,1/14/2016,Pellicer Flats,N,PF727,PF727,W16PF727R1,262,24,98,76,0,Absent,460,Ridge,
W16,1/14/2016,Pellicer Flats,N,PF727,PF727,W16PF727R12,38,1,27,9,0,Present,75,Ridge,
W16,1/14/2016,Pellicer Flats,N,PF727,PF727,W16PF727R19,160,12,36,31,0,Absent,239,Ridge,
W16,1/14/2016,Pellicer Flats,N,PF728,PF728,W16PF728R1,49,12,20,14,0,Absent,95,Ridge,
W16,1/14/2016,Pellicer Flats,N,PF728,PF728,W16PF728R10,90,3,20,10,0,Absent,123,Ridge,
W16,1/14/2016,Pellicer Flats,N,PF728,PF728,W16PF728R3,266,52,74,42,0,Absent,434,Ridge,
W16,1/19/2016,Salt Run,Y,SR30,SR30,W16SR30R10,34,6,0,0,0,Absent,40,Ridge,
W16,1/19/2016,Salt Run,Y,SR30,SR30,W16SR30R13,42,1,0,0,0,Absent,43,Ridge,
W16,1/19/2016,Salt Run,Y,SR30,SR30,W16SR30R8,24,1,0,0,0,Absent,25,Ridge,
W16,1/19/2016,Salt Run,Y,SR37,SR37,W16SR37R1,40,0,0,0,0,Absent,40,Ridge,
W16,1/19/2016,Salt Run,Y,SR37,SR37,W16SR37R7,21,4,0,1,0,Absent,26,Ridge,
W16,1/19/2016,Salt Run,Y,SR37,SR37,W16SR37R9,39,4,0,0,0,Absent,43,Ridge,
W16,1/26/2016,Tolomato River,Y,TR78,TR78,W16TR45R14,50,1,0,0,0,Present,51,Ridge,
W16,1/26/2016,Tolomato River,Y,TR78,TR78,W16TR78R5,130,7,25,1,0,Present,163,Ridge,
W16,1/26/2016,Tolomato River,Y,TR78,TR78,W16TR78R6,54,5,5,0,0,Absent,64,Ridge,
W16,2/2/2016,Salt Run,Y,SR66,SR66,W16SR66R11,47,10,0,0,0,Absent,57,Ridge,
W16,2/2/2016,Salt Run,Y,SR66,SR66,W16SR66R24,49,6,3,0,0,Absent,58,Ridge,
W16,2/2/2016,Salt Run,Y,SR66,SR66,W16SR66R6,59,4,7,0,0,Absent,70,Ridge,
W16,2/15/2016,Fort Matanzas,Y,FM40,FM40,W16FM40R1,95,18,9,9,0,Absent,131,Ridge,
W16,2/15/2016,Fort Matanzas,Y,FM40,FM40,W16FM40R37,61,0,4,6,0,Absent,71,Ridge,
W16,2/15/2016,Fort Matanzas,Y,FM40,FM40,W16FM40R43,131,7,17,5,0,Absent,160,Ridge,
W16,2/15/2016,Fort Matanzas,Y,FM79,FM79,W16FM79R18,98,1,13,0,0,Absent,112,Ridge,
W16,2/15/2016,Fort Matanzas,Y,FM79,FM79,W16FM79R4,74,4,11,1,0,Absent,90,Ridge,
W16,2/15/2016,Fort Matanzas,Y,FM79,FM79,W16FM79R9,98,15,13,2,0,Absent,128,Ridge,
W16,2/16/2016,Fort Matanzas,Y,FM32,FM32,W16FM32R1,99,4,15,0,0,Absent,118,Ridge,
W16,2/16/2016,Fort Matanzas,Y,FM32,FM32,W16FM32R11,50,8,3,0,0,Absent,61,Ridge,
W16,2/16/2016,Fort Matanzas,Y,FM32,FM32,W16FM32R16,58,23,5,7,0,Absent,93,Ridge,
W16,2/16/2016,Fort Matanzas,Y,FM77,FM77,W16FM77R1,83,10,2,0,0,Absent,95,Ridge,
W16,2/16/2016,Fort Matanzas,Y,FM77,FM77,W16FM77R21,59,13,12,1,0,Absent,85,Ridge,
W16,2/16/2016,Fort Matanzas,Y,FM77,FM77,W16FM77R4,101,32,8,0,0,Absent,141,Ridge,
W16,2/17/2016,Guana River,N,GR10,GR10,W16GR10R19,46,8,19,0,0,Absent,73,Ridge,
W16,2/17/2016,Guana River,N,GR10,GR10,W16GR10R4,87,21,13,0,0,Absent,121,Ridge,
W16,2/17/2016,Guana River,N,GR10,GR10,W16GR10R6,45,7,3,0,0,Absent,55,Ridge,
W16,2/17/2016,Guana River,N,GR11,GR11,W16GR11R2,40,54,9,1,0,Present,104,Ridge,
W16,2/17/2016,Guana River,N,GR11,GR11,W16GR11R8,72,14,40,0,0,Absent,126,Ridge,
W16,2/17/2016,Guana River,N,GR11,GR11,W16GR11R9,98,9,38,0,0,Absent,145,Ridge,
W16,2/17/2016,Guana River,N,GR70,GR70,W16GR70R3,170,10,9,5,0,Present,194,Ridge,
W16,2/17/2016,Guana River,N,GR70,GR70,W16GR70R4,131,12,6,0,0,Absent,149,Ridge,
W16,2/17/2016,Guana River,N,GR70,GR70,W16GR70R9,67,6,0,3,0,Absent,76,Ridge,
W16,2/19/2016,Butler Beach,N,FM24,FM24,W16FM24R26,173,7,3,9,0,Present,192,Ridge,
W16,2/19/2016,Butler Beach,N,FM24,FM24,W16FM24R32,225,9,30,4,0,Present,268,Ridge,
W16,2/19/2016,Butler Beach,N,FM24,FM24,W16FM24R5,105,5,9,7,0,Absent,126,Ridge,
W16,2/19/2016,St Augustine,N,SA155,SA155,W16SA155R4,157,54,22,5,0,Absent,238,Ridge,
W16,2/19/2016,St Augustine,N,SA155,SA155,W16SA155R5,219,42,48,9,0,Present,318,Ridge,
W16,2/19/2016,St Augustine,N,SA155,SA155,W16SA155R6,212,26,31,6,0,Present,275,Ridge,
W16,2/19/2016,St Augustine,N,SA89,SA89,W16SA89R16,161,47,20,3,0,Absent,231,Ridge,
W16,2/19/2016,St Augustine,N,SA89,SA89,W16SA89R3,59,1,5,3,0,Absent,68,Ridge,
W16,2/19/2016,St Augustine,N,SA89,SA89,W16SA89R8,32,2,1,0,0,Absent,35,Ridge,
W16,2/20/2016,Butler Beach,N,FM23,FM23,W16FM23R12,131,17,4,9,0,Absent,161,Ridge,
W16,2/20/2016,Butler Beach,N,FM23,FM23,W16FM23R15,102,10,3,3,0,Present,118,Ridge,
W16,2/20/2016,Butler Beach,N,FM23,FM23,W16FM23R17,99,16,7,1,0,Present,123,Ridge,
W16,2/29/2016,Tolomato River,N,TR209,TR209,W16TR209R2,36,2,1,0,0,Absent,39,Ridge,
W16,2/29/2016,Tolomato River,N,TR209,TR209,W16TR209R3,27,0,0,1,0,Absent,28,Ridge,
W16,2/29/2016,Tolomato River,N,TR209,TR209,W16TR209R7,57,1,0,0,0,Absent,58,Ridge,
W16,2/29/2016,Tolomato River,N,TR220,TR220,W16TR220R10,133,5,2,4,0,Absent,144,Ridge,
W16,2/29/2016,Tolomato River,N,TR220,TR220,W16TR220R7,94,10,9,10,0,Absent,123,Ridge,
W16,2/29/2016,Tolomato River,N,TR220,TR220,W16TR220R9,153,10,12,12,0,Absent,187,Ridge,
W16,2/29/2016,Tolomato River,N,TR307A,TR307A,W16TR307AR1,286,190,10,5,0,Absent,491,Ridge,
W16,2/29/2016,Tolomato River,N,TR307A,TR307A,W16TR307AR2,212,36,23,2,0,Absent,273,Ridge,
W16,2/29/2016,Tolomato River,N,TR307A,TR307A,W16TR307AR6,258,18,18,2,0,Present,296,Ridge,
W16,2/29/2016,Tolomato River,N,TR308,TR308,W16TR308R4,157,34,8,12,0,Present,211,Ridge,
W16,2/29/2016,Tolomato River,N,TR308,TR308,W16TR308RU1,127,21,23,24,0,Absent,195,Ridge,
W16,2/29/2016,Tolomato River,N,TR308,TR308,W16TR308RU2,121,23,10,16,0,Present,170,Ridge,
W16,3/1/2016,Butler Beach,N,FM26,FM26,W16FM26R13,132,9,3,2,0,Absent,146,Ridge,
W16,3/1/2016,Butler Beach,N,FM26,FM26,W16FM26R2,91,0,1,5,0,Absent,97,Ridge,
W16,3/1/2016,Butler Beach,N,FM26,FM26,W16FM26R7,117,7,2,7,0,Present,133,Ridge,
W16,3/1/2016,Fort Matanzas,Y,FM46,FM46,W16FM46R18,47,0,2,0,0,Absent,49,Ridge,
W16,3/1/2016,Fort Matanzas,Y,FM46,FM46,W16FM46R30,70,4,4,1,0,Absent,79,Ridge,
W16,3/1/2016,Fort Matanzas,Y,FM46,FM46,W16FM46R4,116,1,7,2,0,Present,126,Ridge,
W16,3/1/2016,Fort Matanzas,Y,FM84,FM84,W16FM84R15,84,3,5,0,0,Absent,92,Ridge,
W16,3/1/2016,Fort Matanzas,Y,FM84,FM84,W16FM84R2,156,25,36,1,1,Absent,219,Ridge,
W16,3/1/2016,Fort Matanzas,Y,FM84,FM84,W16FM84R5,58,2,5,4,0,Absent,69,Ridge,
W16,3/2/2016,Butler Beach,N,FM56,FM56,W16FM56R13,81,1,7,2,0,Absent,91,Ridge,
W16,3/2/2016,Butler Beach,N,FM56,FM56,W16FM56R16,72,10,6,1,0,Present,89,Ridge,
W16,3/2/2016,Butler Beach,N,FM56,FM56,W16FM56R17,94,24,6,2,0,Present,126,Ridge,
W16,3/3/2016,Butler Beach,N,FM655,FM655,W16FM655R10,180,17,23,2,2,Present,224,Ridge,
W16,3/3/2016,Butler Beach,N,FM655,FM655,W16FM655R13,277,41,23,14,1,Present,356,Ridge,
W16,3/3/2016,Butler Beach,N,FM655,FM655,W16FM655R17,159,7,4,1,0,Present,171,Ridge,
W16,3/3/2016,Fort Matanzas,Y,FM604,FM604,W16FM604R1,243,13,62,16,3,Present,337,Ridge,
W16,3/3/2016,Fort Matanzas,Y,FM604,FM604,W16FM604R2,164,4,11,10,0,Absent,189,Ridge,
W16,3/3/2016,Fort Matanzas,Y,FM604,FM604,W16FM604R9,163,6,16,6,3,Present,194,Ridge,
W16,3/4/2016,Butler Beach,N,FM31,FM31,W16FM31R1,72,24,5,4,0,Absent,105,Ridge,
W16,3/4/2016,Butler Beach,N,FM31,FM31,W16FM31R20,133,6,6,0,0,Absent,145,Ridge,
W16,3/4/2016,Butler Beach,N,FM31,FM31,W16FM31R7,67,3,1,1,0,Absent,72,Ridge,
W16,3/4/2016,Butler Beach,N,FM788,FM788,W16FM788R2,74,28,5,0,0,Present,107,Ridge,
W16,3/4/2016,Butler Beach,N,FM788,FM788,W16FM788R4,95,50,0,0,0,Present,145,Ridge,
W16,3/4/2016,Butler Beach,N,FM788,FM788,W16FM788R5,110,26,2,0,2,Present,140,Ridge,
S16,7/7/2016,Fort Matanzas,Y,FM125,FM125,S16FM125R1,306,147,43,5,NA,Absent,501,Ridge,Crown conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM125,FM125,S16FM125R10,85,22,2,4,NA,Absent,113,Ridge,Crown conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM125,FM125,S16FM125R7,31,0,1,0,NA,Absent,32,Ridge,Crown conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM132,FM132,S16FM132R1,58,52,5,0,NA,Absent,115,Ridge,Conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM132,FM132,S16FM132R6,1,0,0,0,NA,Absent,1,Ridge,Conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM132,FM132,S16FM132R7,12,0,0,0,NA,Absent,12,Ridge,Conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM50,FM50,S16FM50R1,103,5,24,0,NA,Absent,132,Ridge,Conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM50,FM50,S16FM50R12,165,2,28,3,NA,Absent,198,Ridge,Conchs on reef not on quadrant
S16,7/7/2016,Fort Matanzas,Y,FM50,FM50,S16FM50R9,87,0,29,2,NA,Absent,118,Ridge,Conchs on reef not on quadrant
S16,7/7/2016,Pellicer Flats,N,PF389,PF389,S16PF389R4,203,5,37,0,NA,Absent,245,Ridge,
S16,7/7/2016,Pellicer Flats,N,PF389,PF389,S16PF389R5,198,24,29,4,NA,Absent,255,Ridge,
S16,7/7/2016,Pellicer Flats,N,PF389,PF389,S16PF389R6,218,4,108,9,NA,Absent,339,Ridge,
S16,7/7/2016,Pellicer Flats,N,PF412,PF412,S16PF412R14,103,1,13,0,NA,Absent,117,Ridge,
S16,7/7/2016,Pellicer Flats,N,PF412,PF412,S16PF412R3,156,8,9,0,NA,Absent,173,Ridge,
S16,7/7/2016,Pellicer Flats,N,PF412,PF412,S16PF412R7,155,5,6,0,NA,Absent,166,Ridge,
S16,7/8/2016,Guana River,N,GR101,GR101,S16GR101R21,121,1,19,4,NA,Present,145,Ridge,
S16,7/8/2016,Guana River,N,GR101,GR101,S16GR101R4,90,17,12,3,NA,Present,122,Ridge,
S16,7/8/2016,Guana River,N,GR101,GR101,S16GR101R8,152,0,25,3,NA,Absent,180,Ridge,
S16,7/8/2016,Guana River,N,GR82,GR82,S16GR82R10,77,5,2,0,NA,Absent,84,Ridge, 2 Clumps taken after collection 
S16,7/8/2016,Guana River,N,GR82,GR82,S16GR82R24,30,55,0,0,NA,Absent,85,Ridge,
S16,7/8/2016,Guana River,N,GR82,GR82,S16GR82R9,41,4,0,0,NA,Present,45,Ridge,1 Clump taken after collection 
S16,7/11/2016,Fort Matanzas,Y,FM290,FM290,S16FM290R11,95,8,30,6,NA,Absent,139,Ridge,
S16,7/11/2016,Fort Matanzas,Y,FM290,FM290,S16FM290R12,166,40,74,23,NA,Absent,303,Ridge,
S16,7/11/2016,Fort Matanzas,Y,FM290,FM290,S16FM290R7,169,36,100,1,NA,Absent,306,Ridge,
S16,7/11/2016,Fort Matanzas,Y,FM384,FM384,S16FM384R10,78,8,14,0,NA,Absent,100,Ridge,
S16,7/11/2016,Fort Matanzas,Y,FM384,FM384,S16FM384R4,147,4,34,12,NA,Absent,197,Ridge,
S16,7/11/2016,Fort Matanzas,Y,FM384,FM384,S16FM384R8,144,5,23,0,NA,Absent,172,Ridge,
S16,7/12/2016,Salt Run,N,SR70,SR70,S16SR70R12,100,12,3,0,NA,Absent,115,Ridge,
S16,7/12/2016,Salt Run,N,SR70,SR70,S16SR70R2,43,0,16,6,NA,Absent,65,Ridge,
S16,7/12/2016,Salt Run,N,SR70,SR70,S16SR70R3,156,4,19,13,NA,Present,192,Ridge,
S16,7/12/2016,Tolomato River,N,TR209,TR209A,S16TR209R11,58,0,1,3,NA,Absent,62,Ridge,
S16,7/12/2016,Tolomato River,N,TR209,TR209A,S16TR209R19,78,5,0,0,NA,Present,83,Ridge,
S16,7/12/2016,Tolomato River,N,TR209,TR209A,S16TR209R35,89,5,6,2,NA,Absent,102,Ridge,
S16,7/12/2016,Tolomato River,N,TR627,TR627,S16TR627R11,116,38,2,2,NA,Present,158,Ridge,
S16,7/12/2016,Tolomato River,N,TR627,TR627,S16TR627R14,75,28,5,3,NA,Present,111,Ridge,
S16,7/12/2016,Tolomato River,N,TR627,TR627,S16TR627R3,200,9,3,1,NA,Absent,213,Ridge,
S16,7/13/2016,Salt Run,N,SR71,SR71,S16SR71R12,148,7,37,3,NA,Absent,195,Ridge,
S16,7/13/2016,Salt Run,N,SR71,SR71,S16SR71R13,177,12,31,7,NA,Absent,227,Ridge,
S16,7/13/2016,Salt Run,N,SR71,SR71,S16SR71R2,131,6,41,4,NA,Absent,182,Ridge,
S16,7/25/2016,Pellicer Flats,N,PF316,PF316,S16PF316R21,135,6,21,1,NA,Absent,163,Ridge,
S16,7/25/2016,Pellicer Flats,N,PF316,PF316,S16PF316R26,53,2,8,0,NA,Absent,63,Ridge,
S16,7/25/2016,Pellicer Flats,N,PF316,PF316,S16PF316R31,130,8,34,1,NA,Absent,173,Ridge,
S16,7/25/2016,Pellicer Flats,N,PF398,PF398,S16PF398R12,75,0,49,1,NA,Absent,125,Ridge,
S16,7/25/2016,Pellicer Flats,N,PF398,PF398,S16PF398R14,61,1,26,4,NA,Absent,92,Ridge,
S16,7/25/2016,Pellicer Flats,N,PF398,PF398,S16PF398R5,35,1,26,4,NA,Absent,66,Ridge,
S16,7/27/2016,Guana River,N,GR102,GR102,S16GR102R0,80,15,13,2,NA,Absent,110,Ridge,
S16,7/27/2016,Guana River,N,GR102,GR102,S16GR102R10,120,6,25,2,NA,Present,153,Ridge,
S16,7/27/2016,Guana River,N,GR102,GR102,S16GR102R11,63,1,8,1,NA,Absent,73,Ridge,
