Season,Date,Region,County,Harvest,Reef,ReefID,Lat,Long,ReefHeight_m,HeightDistance_m,ReefSlope,Location,TransectLength_m,RandomTransectLocation,Collected,CollectionName,Clusters_#/m^2,TotalCrownConchs_#/m^2,LiveCrownConch_#/m^2,LiveCover_%,ShellCover_%,BoxCover_%,SubstrateCover_%,OtherCover_%,Notes
W16,12/10/2015,Guana River,St Johns,N,GR250,GR250,29.98738,-81.32145,1.3208,6.1,0.21652459,Ridge,17,1,Y,W16GR250R1,23,0,0,31,51,NA,18,0,
W16,12/10/2015,Guana River,St Johns,N,GR250,GR250,29.98738,-81.32145,1.3208,6.1,0.21652459,Ridge,17,3,N,NA,34,0,0,49,50,NA,1,0,
W16,12/10/2015,Guana River,St Johns,N,GR250,GR250,29.98738,-81.32145,1.3208,6.1,0.21652459,Ridge,17,11,Y,W16GR250R11,14,0,0,27,73,NA,0,0,
W16,12/10/2015,Guana River,St Johns,N,GR250,GR250,29.98738,-81.32145,1.3208,6.1,0.21652459,Ridge,17,13,N,NA,23,0,0,35,65,NA,0,0,
W16,12/10/2015,Guana River,St Johns,N,GR250,GR250,29.98738,-81.32145,1.3208,6.1,0.21652459,Ridge,17,16,Y,W16GR250R16,15,0,0,26,73,NA,1,0,
W16,12/14/2015,Salt Run,St Johns,N,SR55,SR55,29.869718,-81.274389,0.5461,1.3,0.420076923,Ridge,18,4,N,NA,8,0,0,32,30,NA,38,0,
W16,12/14/2015,Salt Run,St Johns,N,SR55,SR55,29.869718,-81.274389,0.5461,1.3,0.420076923,Ridge,18,5,Y,W16SR55R5,5,0,0,38,56,NA,5,1,1%mussels
W16,12/14/2015,Salt Run,St Johns,N,SR55,SR55,29.869718,-81.274389,0.5461,1.3,0.420076923,Ridge,18,9,Y,W16SR55R9,6,0,0,32,35,NA,33,0,
W16,12/14/2015,Salt Run,St Johns,N,SR55,SR55,29.869718,-81.274389,0.5461,1.3,0.420076923,Ridge,18,11,Y,W16SR55R11,7,0,0,48,49,NA,3,0,
W16,12/14/2015,Salt Run,St Johns,N,SR55,SR55,29.869718,-81.274389,0.5461,1.3,0.420076923,Ridge,18,16,N,NA,7,0,0,36,46,NA,18,0,1%mussels / snail present 
W16,12/14/2015,Salt Run,St Johns,N,SR55,SR55,29.869718,-81.274389,0.5461,1.3,0.420076923,Ridge,18,17,N,NA,5,0,0,20,21,NA,59,0,
W16,12/14/2015,Salt Run,St Johns,N,SR56,SR56,29.872528,-81.275326,0.69215,3.2,0.216296875,Ridge,17,4,N,NA,31,0,0,54,26,NA,20,0,
W16,12/14/2015,Salt Run,St Johns,N,SR56,SR56,29.872528,-81.275326,0.69215,3.2,0.216296875,Ridge,17,5,Y,W16SR56R5,19,0,0,51,30,NA,19,0,
W16,12/14/2015,Salt Run,St Johns,N,SR56,SR56,29.872528,-81.275326,0.69215,3.2,0.216296875,Ridge,17,6,N,NA,23,0,0,51,16,NA,33,0,
W16,12/14/2015,Salt Run,St Johns,N,SR56,SR56,29.872528,-81.275326,0.69215,3.2,0.216296875,Ridge,17,9,Y,W16SR56R9,14,0,0,55,27,NA,18,0,
W16,12/14/2015,Salt Run,St Johns,N,SR56,SR56,29.872528,-81.275326,0.69215,3.2,0.216296875,Ridge,17,14,Y,W16SR56R14,21,0,0,53,36,NA,11,0,
W16,12/14/2015,Salt Run,St Johns,N,SR56,SR56,29.872528,-81.275326,0.69215,3.2,0.216296875,Ridge,17,15,N,NA,20,0,0,51,26,NA,23,0,
W16,12/14/2015,Salt Run,St Johns,N,SR57,SR57,29.872904,-81.275461,0.5588,2.4,0.232833333,Ridge,13,2,N,NA,11,0,0,40,38,NA,22,0,
W16,12/14/2015,Salt Run,St Johns,N,SR57,SR57,29.872904,-81.275461,0.5588,2.4,0.232833333,Ridge,13,6,Y,W16SR57R6,10,0,0,37,44,NA,19,0,
W16,12/14/2015,Salt Run,St Johns,N,SR57,SR57,29.872904,-81.275461,0.5588,2.4,0.232833333,Ridge,13,7,N,NA,13,0,0,51,40,NA,9,0,
W16,12/14/2015,Salt Run,St Johns,N,SR57,SR57,29.872904,-81.275461,0.5588,2.4,0.232833333,Ridge,13,8,Y,W16SR57R8,14,0,0,52,38,NA,10,0,
W16,12/14/2015,Salt Run,St Johns,N,SR57,SR57,29.872904,-81.275461,0.5588,2.4,0.232833333,Ridge,13,10,N,NA,21,0,0,51,36,NA,13,0,
W16,12/14/2015,Salt Run,St Johns,N,SR57,SR57,29.872904,-81.275461,0.5588,2.4,0.232833333,Ridge,13,12,Y,W16SR57R12,15,0,0,44,35,NA,21,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF313,PF313,29.63277,-81.21679,0.51435,2.25,0.2286,Ridge,12,1,Y,W16PF313R1,15,13,2,40,55,NA,4,1,1 mussel
W16,12/16/2015,Pellicer Flats,Flagler,N,PF313,PF313,29.63277,-81.21679,0.51435,2.25,0.2286,Ridge,12,7,N,NA,16,10,6,47,53,NA,0,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF313,PF313,29.63277,-81.21679,0.51435,2.25,0.2286,Ridge,12,8,Y,W16PF313R8,24,9,5,41,59,NA,0,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF313,PF313,29.63277,-81.21679,0.51435,2.25,0.2286,Ridge,12,9,N,NA,25,9,7,44,55,NA,0,0,"missing point, done while tide coming in"
W16,12/16/2015,Pellicer Flats,Flagler,N,PF313,PF313,29.63277,-81.21679,0.51435,2.25,0.2286,Ridge,12,10,N,NA,19,6,3,35,63,NA,1,1,"1 conch, done while tide coming in / partially underwater/ piece of microplastics found "
W16,12/16/2015,Pellicer Flats,Flagler,N,PF313,PF313,29.63277,-81.21679,0.51435,2.25,0.2286,Ridge,12,11,Y,W16PF313R11,20,8,6,39,61,NA,0,0,done while tide coming in/ underwater/ 3 oysters not measured
W16,12/16/2015,Pellicer Flats,Flagler,N,PF323,PF323,29.6298,-81.21443,0.4445,3.4,0.130735294,Ridge,15,3,N,NA,32,10,7,31,64,NA,2,3,"2 conch, 1 mussel"
W16,12/16/2015,Pellicer Flats,Flagler,N,PF323,PF323,29.6298,-81.21443,0.4445,3.4,0.130735294,Ridge,15,5,Y,W16PF323R5,16,12,8,46,54,NA,0,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF323,PF323,29.6298,-81.21443,0.4445,3.4,0.130735294,Ridge,15,7,N,NA,21,10,0,38,62,NA,0,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF323,PF323,29.6298,-81.21443,0.4445,3.4,0.130735294,Ridge,15,8,Y,W16PF323R8,20,23,7,35,65,NA,0,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF323,PF323,29.6298,-81.21443,0.4445,3.4,0.130735294,Ridge,15,11,N,NA,16,7,0,30,69,NA,1,0,
W16,12/16/2015,Pellicer Flats,Flagler,N,PF323,PF323,29.6298,-81.21443,0.4445,3.4,0.130735294,Ridge,15,13,Y,W16PF323R13,21,16,4,30,69,NA,1,0,1 empty shell in conch collection
W16,12/17/2015,Butler Beach,St Johns,N,FM614,FM614,29.76765,-81.26435,0.5334,6.1,0.087442623,Ridge,14,1,Y,W16FM614R1,14,0,0,20,80,NA,0,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM614,FM614,29.76765,-81.26435,0.5334,6.1,0.087442623,Ridge,14,2,N,NA,13,0,0,26,64,NA,10,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM614,FM614,29.76765,-81.26435,0.5334,6.1,0.087442623,Ridge,14,4,N,NA,15,0,0,30,70,NA,0,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM614,FM614,29.76765,-81.26435,0.5334,6.1,0.087442623,Ridge,14,5,Y,W16FM614R5,9,0,0,28,72,NA,0,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM614,FM614,29.76765,-81.26435,0.5334,6.1,0.087442623,Ridge,14,10,Y,W16FM614R10,10,0,0,19,81,NA,0,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM614,FM614,29.76765,-81.26435,0.5334,6.1,0.087442623,Ridge,14,13,N,NA,5,0,0,17,83,NA,0,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM631,FM631,29.76495,-81.26482,0.40005,2.1,0.1905,Ridge,8,1,N,NA,3,0,0,14,56,NA,30,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM631,FM631,29.76495,-81.26482,0.40005,2.1,0.1905,Ridge,8,2,N,NA,8,0,0,24,20,NA,56,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM631,FM631,29.76495,-81.26482,0.40005,2.1,0.1905,Ridge,8,3,Y,W16FM631R3,7,0,0,28,16,NA,56,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM631,FM631,29.76495,-81.26482,0.40005,2.1,0.1905,Ridge,8,4,N,NA,NA,0,0,NA,NA,NA,NA,NA,tide came in / underwater /full of muck from walking around
W16,12/17/2015,Butler Beach,St Johns,N,FM631,FM631,29.76495,-81.26482,0.40005,2.1,0.1905,Ridge,8,5,Y,W16FM631R5,7,0,0,7,81,NA,12,0,
W16,12/17/2015,Butler Beach,St Johns,N,FM631,FM631,29.76495,-81.26482,0.40005,2.1,0.1905,Ridge,8,6,Y,W16FM631R6,16,0,0,16,67,NA,17,0,
W16,12/21/2015,Guana River,St Johns,N,GR80,GR80,30.01387,-81.32598,0.7493,4.75,0.157747368,Ridge,10,2,Y,W16GR80R2,21,0,0,34,39,NA,27,0,
W16,12/21/2015,Guana River,St Johns,N,GR80,GR80,30.01387,-81.32598,0.7493,4.75,0.157747368,Ridge,10,3,N,NA,19,0,0,33,43,NA,23,1,1%mussels
W16,12/21/2015,Guana River,St Johns,N,GR80,GR80,30.01387,-81.32598,0.7493,4.75,0.157747368,Ridge,10,5,Y,W16GR80R5,21,0,0,45,46,NA,6,3,3% mussels
W16,12/21/2015,Guana River,St Johns,N,GR80,GR80,30.01387,-81.32598,0.7493,4.75,0.157747368,Ridge,10,6,Y,W16GR80R6,20,0,0,34,35,NA,31,0,
W16,12/21/2015,Guana River,St Johns,N,GR80,GR80,30.01387,-81.32598,0.7493,4.75,0.157747368,Ridge,10,8,N,NA,18,0,0,24,37,NA,38,1,1%mussels
W16,12/21/2015,Guana River,St Johns,N,GR80,GR80,30.01387,-81.32598,0.7493,4.75,0.157747368,Ridge,10,9,N,NA,20,0,0,24,46,NA,30,0,
W16,12/21/2015,Guana River,St Johns,N,GR89,GR89,29.99396,-81.32123,0.7874,5.2,0.151423077,Ridge,27,3,N,NA,29,0,0,21,65,NA,14,0,
W16,12/21/2015,Guana River,St Johns,N,GR89,GR89,29.99396,-81.32123,0.7874,5.2,0.151423077,Ridge,27,7,N,NA,19,0,0,25,56,NA,19,0,
W16,12/21/2015,Guana River,St Johns,N,GR89,GR89,29.99396,-81.32123,0.7874,5.2,0.151423077,Ridge,27,12,Y,W16GR89R12,25,0,0,38,59,NA,2,1,1 mussel
W16,12/21/2015,Guana River,St Johns,N,GR89,GR89,29.99396,-81.32123,0.7874,5.2,0.151423077,Ridge,27,18,Y,W16GR89R18,22,0,0,32,62,NA,6,0,
W16,12/21/2015,Guana River,St Johns,N,GR89,GR89,29.99396,-81.32123,0.7874,5.2,0.151423077,Ridge,27,19,N,NA,26,0,0,25,67,NA,8,0,
W16,12/21/2015,Guana River,St Johns,N,GR89,GR89,29.99396,-81.32123,0.7874,5.2,0.151423077,Ridge,27,26,Y,W16GR89R26,27,0,0,31,63,NA,6,0,
W16,1/13/2016,Pellicer Flats,Flagler,N,PF415,PF415,29.6199,-81.21452,0.5207,3.2,0.16271875,Ridge,13,2,N,NA,29,1,0,46,41,NA,13,0,
W16,1/13/2016,Pellicer Flats,Flagler,N,PF415,PF415,29.6199,-81.21452,0.5207,3.2,0.16271875,Ridge,13,4,Y,W16PF415R4,33,6,1,64,33,NA,2,1,1%conch
W16,1/13/2016,Pellicer Flats,Flagler,N,PF415,PF415,29.6199,-81.21452,0.5207,3.2,0.16271875,Ridge,13,6,Y,W16PF415R6,12,4,1,39,52,NA,9,0,
W16,1/13/2016,Pellicer Flats,Flagler,N,PF415,PF415,29.6199,-81.21452,0.5207,3.2,0.16271875,Ridge,13,9,N,NA,16,0,0,40,49,NA,11,0,
W16,1/13/2016,Pellicer Flats,Flagler,N,PF415,PF415,29.6199,-81.21452,0.5207,3.2,0.16271875,Ridge,13,11,N,NA,10,0,0,30,63,NA,7,0,
W16,1/13/2016,Pellicer Flats,Flagler,N,PF415,PF415,29.6199,-81.21452,0.5207,3.2,0.16271875,Ridge,13,12,Y,W16PF415R12,22,1,0,46,51,NA,2,1,1%conch
W16,1/14/2016,Pellicer Flats,Flagler,N,PF727,PF727,29.65467,-81.22103,0.3429,4.1,0.083634146,Ridge,25,1,Y,W16PF727R1,21,9,2,54,46,NA,0,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF727,PF727,29.65467,-81.22103,0.3429,4.1,0.083634146,Ridge,25,5,N,NA,18,3,2,39,60,NA,1,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF727,PF727,29.65467,-81.22103,0.3429,4.1,0.083634146,Ridge,25,6,N,NA,20,1,0,36,63,NA,1,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF727,PF727,29.65467,-81.22103,0.3429,4.1,0.083634146,Ridge,25,12,Y,W16PF727R12,17,6,0,18,81,NA,1,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF727,PF727,29.65467,-81.22103,0.3429,4.1,0.083634146,Ridge,25,19,Y,W16PF727R19,19,11,3,32,66,NA,2,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF727,PF727,29.65467,-81.22103,0.3429,4.1,0.083634146,Ridge,25,23,N,NA,30,7,0,39,61,NA,0,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF728,PF728,29.65463,-81.22075,0.45085,11,0.040986364,Ridge,19,1,Y,W16PF728R1,28,9,3,37,63,NA,0,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF728,PF728,29.65463,-81.22075,0.45085,11,0.040986364,Ridge,19,3,Y,W16PF728R3,19,3,1,49,42,NA,9,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF728,PF728,29.65463,-81.22075,0.45085,11,0.040986364,Ridge,19,4,N,NA,23,8,3,49,49,NA,2,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF728,PF728,29.65463,-81.22075,0.45085,11,0.040986364,Ridge,19,5,N,NA,15,9,3,46,54,NA,0,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF728,PF728,29.65463,-81.22075,0.45085,11,0.040986364,Ridge,19,10,Y,W16PF728R10,15,4,2,28,72,NA,0,0,
W16,1/14/2016,Pellicer Flats,Flagler,N,PF728,PF728,29.65463,-81.22075,0.45085,11,0.040986364,Ridge,19,17,N,NA,20,6,1,58,42,NA,0,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR30,SR30,29.881119,-81.276622,0.4064,3.4,0.119529412,Ridge,21,1,N,NA,13,0,0,27,55,NA,18,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR30,SR30,29.881119,-81.276622,0.4064,3.4,0.119529412,Ridge,21,2,N,NA,9,0,0,35,55,NA,10,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR30,SR30,29.881119,-81.276622,0.4064,3.4,0.119529412,Ridge,21,8,Y,W16SR30R8,6,0,0,35,42,NA,23,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR30,SR30,29.881119,-81.276622,0.4064,3.4,0.119529412,Ridge,21,10,Y,W16SR30R10,6,0,0,22,51,NA,27,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR30,SR30,29.881119,-81.276622,0.4064,3.4,0.119529412,Ridge,21,13,Y,W16SR30R13,13,0,0,24,48,NA,28,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR30,SR30,29.881119,-81.276622,0.4064,3.4,0.119529412,Ridge,21,18,N,NA,8,0,0,29,55,NA,16,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR37,SR37,29.879878,-81.276147,0.4572,6.75,0.067733333,Ridge,10,1,Y,W16SR37R1,2,0,0,29,63,NA,8,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR37,SR37,29.879878,-81.276147,0.4572,6.75,0.067733333,Ridge,10,3,N,NA,8,0,0,15,49,NA,36,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR37,SR37,29.879878,-81.276147,0.4572,6.75,0.067733333,Ridge,10,5,N,NA,5,0,0,18,63,NA,18,1,1% Whelk shell
W16,1/19/2016,Salt Run,St Johns,Y,SR37,SR37,29.879878,-81.276147,0.4572,6.75,0.067733333,Ridge,10,7,Y,W16SR37R7,6,0,0,19,54,NA,27,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR37,SR37,29.879878,-81.276147,0.4572,6.75,0.067733333,Ridge,10,8,N,NA,7,0,0,20,55,NA,25,0,
W16,1/19/2016,Salt Run,St Johns,Y,SR37,SR37,29.879878,-81.276147,0.4572,6.75,0.067733333,Ridge,10,9,Y,W16SR37R9,7,0,0,30,64,NA,6,0,
W16,1/24/2016,Tolomato River,St Johns,Y,TR78,TR78,30.00074,-81.3436,0.635,3.45,0.184057971,Ridge,22,5,Y,W16TR78R5,39,0,0,50,50,NA,0,0,
W16,1/24/2016,Tolomato River,St Johns,Y,TR78,TR78,30.00074,-81.3436,0.635,3.45,0.184057971,Ridge,22,6,Y,W16TR78R6,13,0,0,25,74,NA,1,0,
W16,1/24/2016,Tolomato River,St Johns,Y,TR78,TR78,30.00074,-81.3436,0.635,3.45,0.184057971,Ridge,22,14,Y,W16TR45R14,6,0,0,11,84,NA,5,0,
W16,2/2/2016,Salt Run,St Johns,Y,SR66,SR66,29.87959,-81.28059,0.3429,8.3,0.041313253,Ridge,25,1,N,NA,7,0,0,18,35,NA,47,0,
W16,2/2/2016,Salt Run,St Johns,Y,SR66,SR66,29.87959,-81.28059,0.3429,8.3,0.041313253,Ridge,25,6,Y,W16SR66R6,12,0,0,23,49,NA,28,0,
W16,2/2/2016,Salt Run,St Johns,Y,SR66,SR66,29.87959,-81.28059,0.3429,8.3,0.041313253,Ridge,25,8,N,NA,9,0,0,15,33,NA,52,0,
W16,2/2/2016,Salt Run,St Johns,Y,SR66,SR66,29.87959,-81.28059,0.3429,8.3,0.041313253,Ridge,25,11,Y,W16SR66R11,13,0,0,15,35,NA,50,0,
W16,2/2/2016,Salt Run,St Johns,Y,SR66,SR66,29.87959,-81.28059,0.3429,8.3,0.041313253,Ridge,25,22,N,NA,14,0,0,16,31,NA,52,1,1% Mussel
W16,2/2/2016,Salt Run,St Johns,Y,SR66,SR66,29.87959,-81.28059,0.3429,8.3,0.041313253,Ridge,25,24,Y,W16SR66R24,6,0,0,13,42,NA,45,0,
W16,2/15/2016,Fort Matanzas,St Johns,Y,FM40,FM40,29.75068,-81.25616,0.61087,7.1,0.086038028,Ridge,44,1,Y,W16FM40R1,6,0,0,35,65,NA,0,0,
W16,2/15/2016,Fort Matanzas,St Johns,Y,FM40,FM40,29.75068,-81.25616,0.61087,7.1,0.086038028,Ridge,44,37,Y,W16FM40R37,17,0,0,37,63,NA,0,0,
W16,2/15/2016,Fort Matanzas,St Johns,Y,FM40,FM40,29.75068,-81.25616,0.61087,7.1,0.086038028,Ridge,44,43,Y,W16FM40R43,8,0,0,37,63,NA,0,0,
W16,2/15/2016,Fort Matanzas,St Johns,Y,FM79,FM79,29.74726,-81.253,0.635,8,0.079375,Ridge,22,4,Y,W16FM79R4,18,0,0,28,72,NA,0,0,
W16,2/15/2016,Fort Matanzas,St Johns,Y,FM79,FM79,29.74726,-81.253,0.635,8,0.079375,Ridge,22,9,Y,W16FM79R9,19,0,0,39,60,NA,1,0,
W16,2/15/2016,Fort Matanzas,St Johns,Y,FM79,FM79,29.74726,-81.253,0.635,8,0.079375,Ridge,22,18,Y,W16FM79R18,7,0,0,35,65,NA,0,0,
W16,2/16/2016,Fort Matanzas,St Johns,Y,FM32,FM32,29.74802,-81.2558,0.62865,4.7,0.133755319,Ridge,17,1,Y,W16FM32R1,14,0,0,30,67,NA,3,0,
W16,2/16/2016,Fort Matanzas,St Johns,Y,FM32,FM32,29.74802,-81.2558,0.62865,4.7,0.133755319,Ridge,17,11,Y,W16FM32R11,9,0,0,22,73,NA,5,0,
W16,2/16/2016,Fort Matanzas,St Johns,Y,FM32,FM32,29.74802,-81.2558,0.62865,4.7,0.133755319,Ridge,17,16,Y,W16FM32R16,14,0,0,33,59,NA,8,0,
W16,2/16/2016,Fort Matanzas,St Johns,Y,FM77,FM77,29.75521,-81.25562,0.7493,16.75,0.044734328,Ridge,45,1,Y,W16FM77R1,7,0,0,34,65,NA,1,0,
W16,2/16/2016,Fort Matanzas,St Johns,Y,FM77,FM77,29.75521,-81.25562,0.7493,16.75,0.044734328,Ridge,45,4,Y,W16FM77R4,15,0,0,35,63,NA,2,0,
W16,2/16/2016,Fort Matanzas,St Johns,Y,FM77,FM77,29.75521,-81.25562,0.7493,16.75,0.044734328,Ridge,45,21,Y,W16FM77R21,10,0,0,20,77,NA,3,0,
W16,2/17/2016,Guana River,St Johns,N,GR10,GR10,30.01891,-81.32864,0.83185,2.95,0.281983051,Ridge,21,4,Y,W16GR10R4,18,0,0,56,36,NA,8,0,
W16,2/17/2016,Guana River,St Johns,N,GR10,GR10,30.01891,-81.32864,0.83185,2.95,0.281983051,Ridge,21,6,Y,W16GR10R6,14,0,0,49,39,NA,11,1,1% Mussel
W16,2/17/2016,Guana River,St Johns,N,GR10,GR10,30.01891,-81.32864,0.83185,2.95,0.281983051,Ridge,21,13,N,NA,16,0,0,45,51,NA,4,0,
W16,2/17/2016,Guana River,St Johns,N,GR10,GR10,30.01891,-81.32864,0.83185,2.95,0.281983051,Ridge,21,14,N,NA,10,0,0,28,41,NA,31,0,
W16,2/17/2016,Guana River,St Johns,N,GR10,GR10,30.01891,-81.32864,0.83185,2.95,0.281983051,Ridge,21,19,Y,W16GR10R19,17,0,0,53,46,NA,1,0,
W16,2/17/2016,Guana River,St Johns,N,GR10,GR10,30.01891,-81.32864,0.83185,2.95,0.281983051,Ridge,21,20,N,NA,13,0,0,51,48,NA,0,1,1% Mussel
W16,2/17/2016,Guana River,St Johns,N,GR11,GR11,30.01845,-81.32863,0.889,4.6,0.19326087,Ridge,15,2,Y,W16GR11R2,6,0,0,39,50,NA,11,0,
W16,2/17/2016,Guana River,St Johns,N,GR11,GR11,30.01845,-81.32863,0.889,4.6,0.19326087,Ridge,15,6,N,NA,13,0,0,52,39,NA,5,4,4% Mussel
W16,2/17/2016,Guana River,St Johns,N,GR11,GR11,30.01845,-81.32863,0.889,4.6,0.19326087,Ridge,15,7,N,NA,17,0,0,53,43,NA,4,0,
W16,2/17/2016,Guana River,St Johns,N,GR11,GR11,30.01845,-81.32863,0.889,4.6,0.19326087,Ridge,15,8,Y,W16GR11R8,11,0,0,45,43,NA,12,0,
W16,2/17/2016,Guana River,St Johns,N,GR11,GR11,30.01845,-81.32863,0.889,4.6,0.19326087,Ridge,15,9,Y,W16GR11R9,14,0,0,41,43,NA,16,0,
W16,2/17/2016,Guana River,St Johns,N,GR11,GR11,30.01845,-81.32863,0.889,4.6,0.19326087,Ridge,15,13,N,NA,14,0,0,48,40,NA,12,0,
W16,2/17/2016,Guana River,St Johns,N,GR70,GR70,30.006422,-81.325442,0.8255,10.5,0.078619048,Ridge,11,1,N,NA,15,0,0,31,44,NA,25,0,"Transect length not recorded in field, estimated using GoogleEarth"
W16,2/17/2016,Guana River,St Johns,N,GR70,GR70,30.006422,-81.325442,0.8255,10.5,0.078619048,Ridge,11,3,Y,W16GR70R3,14,0,0,40,57,NA,2,1,"1% Mussel; Transect length not recorded in field, estimated using GoogleEarth"
W16,2/17/2016,Guana River,St Johns,N,GR70,GR70,30.006422,-81.325442,0.8255,10.5,0.078619048,Ridge,11,4,Y,W16GR70R4,16,0,0,38,57,NA,5,0,"Transect length not recorded in field, estimated using GoogleEarth"
W16,2/17/2016,Guana River,St Johns,N,GR70,GR70,30.006422,-81.325442,0.8255,10.5,0.078619048,Ridge,11,8,N,NA,12,0,0,42,54,NA,4,0,"Transect length not recorded in field, estimated using GoogleEarth"
W16,2/17/2016,Guana River,St Johns,N,GR70,GR70,30.006422,-81.325442,0.8255,10.5,0.078619048,Ridge,11,9,Y,W16GR70R9,12,0,0,33,65,NA,2,0,"Transect length not recorded in field, estimated using GoogleEarth"
W16,2/17/2016,Guana River,St Johns,N,GR70,GR70,30.006422,-81.325442,0.8255,10.5,0.078619048,Ridge,11,10,N,NA,15,0,0,45,49,NA,6,0,"Transect length not recorded in field, estimated using GoogleEarth"
W16,2/19/2016,Butler Beach,St Johns,N,FM24,FM24,29.7686,-81.26239,0.61087,10.4,0.0587375,Ridge,33,5,Y,W16FM24R5,26,0,0,36,64,NA,0,0,
W16,2/19/2016,Butler Beach,St Johns,N,FM24,FM24,29.7686,-81.26239,0.61087,10.4,0.0587375,Ridge,33,26,Y,W16FM24R26,32,0,0,36,64,NA,0,0,
W16,2/19/2016,Butler Beach,St Johns,N,FM24,FM24,29.7686,-81.26239,0.61087,10.4,0.0587375,Ridge,33,32,Y,W16FM24R32,29,0,0,46,54,NA,0,0,
W16,2/19/2016,St Augustine,St Johns,N,SA155,SA155,29.86045,-81.31219,0.69215,2.3,0.300934783,Ridge,8,2,N,NA,15,0,0,58,29,NA,13,0,
W16,2/19/2016,St Augustine,St Johns,N,SA155,SA155,29.86045,-81.31219,0.69215,2.3,0.300934783,Ridge,8,3,N,NA,14,0,0,48,32,NA,20,0,
W16,2/19/2016,St Augustine,St Johns,N,SA155,SA155,29.86045,-81.31219,0.69215,2.3,0.300934783,Ridge,8,4,Y,W16SA155R4,15,0,0,44,47,NA,8,1,1% clam
W16,2/19/2016,St Augustine,St Johns,N,SA155,SA155,29.86045,-81.31219,0.69215,2.3,0.300934783,Ridge,8,5,Y,W16SA155R5,18,0,0,50,40,NA,10,0,
W16,2/19/2016,St Augustine,St Johns,N,SA155,SA155,29.86045,-81.31219,0.69215,2.3,0.300934783,Ridge,8,6,Y,W16SA155R6,20,0,0,38,59,NA,2,1,1% Whelk shell
W16,2/19/2016,St Augustine,St Johns,N,SA155,SA155,29.86045,-81.31219,0.69215,2.3,0.300934783,Ridge,8,7,N,NA,11,0,0,28,52,NA,20,0,
W16,2/19/2016,St Augustine,St Johns,N,SA89,SA89,29.85185,-81.31137,0.8128,2.6,0.312615385,Ridge,20,3,Y,W16SA89R3,11,0,0,24,9,NA,67,0,
W16,2/19/2016,St Augustine,St Johns,N,SA89,SA89,29.85185,-81.31137,0.8128,2.6,0.312615385,Ridge,20,5,N,NA,17,0,0,28,11,NA,61,0,
W16,2/19/2016,St Augustine,St Johns,N,SA89,SA89,29.85185,-81.31137,0.8128,2.6,0.312615385,Ridge,20,8,Y,W16SA89R8,13,0,0,23,7,NA,70,0,
W16,2/19/2016,St Augustine,St Johns,N,SA89,SA89,29.85185,-81.31137,0.8128,2.6,0.312615385,Ridge,20,13,N,NA,9,0,0,18,6,NA,76,0,
W16,2/19/2016,St Augustine,St Johns,N,SA89,SA89,29.85185,-81.31137,0.8128,2.6,0.312615385,Ridge,20,14,N,NA,8,0,0,13,6,NA,81,0,
W16,2/19/2016,St Augustine,St Johns,N,SA89,SA89,29.85185,-81.31137,0.8128,2.6,0.312615385,Ridge,20,16,Y,W16SA89R16,5,0,0,16,1,NA,83,0,Spartina in quadrant
W16,2/20/2016,Butler Beach,St Johns,N,FM23,FM23,29.76645,-81.26123,0.889,5.95,0.149411765,Ridge,19,12,Y,W16FM23R12,21,0,0,45,55,NA,0,0,
